:ID,:LABEL,case_id,linked_claim_id,case_type,status,priority,created_date,assigned_investigator,assigned_unit,linked_entities_count,claim_amount,ring_cluster_id,ring_member,ai_model_used,ai_fraud_score,rag_confidence_score,ai_summary,llm_verdict,rubric_score,manual_override_triggered,override_reasons,human_verdict,human_verdict_date,evidence_collected,days_open,estimated_fraud_loss,recovery_initiated,recovery_amount_usd,closed_loop_detected,explanation_trace_id,rag_evidence_nodes,notes
CASE-427199,InvestigationCase,CASE-427199,CLM-427199,High Value,Open,P2 - High,1/14/2015,Inv. Sarah Chen,SIU-Central,2,45700.0,,No,GraphSAGE-Fraud,0.801,63.0,"Incident on 1/14/2015 in Northbend, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $45700",VIABLE_RECOVERY_CASE,66,Yes,Injury No Police Report,High Value Approved,8/9/2015,Cell Data|Dashcam|Bank Records|CCTV|Police Report,27,0.0,No,24273.28,No,TRACE-E05937D972AD,CLM-427199|ADJ-8742,
CASE-261315,InvestigationCase,CASE-261315,CLM-261315,Fraud Ring,Closed - Cleared,P1 - Critical,1/1/2015,Inv. Angela Ruiz,SIU-Northeast,3,80740.0,RING-018,Yes,RuleBased-v4,0.867,72.0,"Incident on 1/1/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $80740",STRONG_RECOVERY_CASE,84,Yes,High Value >$50K|Fraud Ring Cluster,Inconclusive,,Police Report|Bank Records|Cell Data|Dashcam,173,46455.57,No,0.0,Yes,TRACE-1483EF979697,CLM-261315|ADJ-6888,
CASE-582973,InvestigationCase,CASE-582973,CLM-582973,Fraud Ring,Open,P1 - Critical,2/16/2015,Inv. Priya Nair,SIU-Midwest,4,31350.0,RING-018,Yes,GraphSAGE-Fraud,0.756,45.0,"Incident on 2/16/2015 in Northbrook, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $31350",VIABLE_RECOVERY_CASE,61,Yes,Fraud Ring Cluster,Pending,,Witness Statement|Police Report,352,16724.33,No,13737.74,No,TRACE-A61274B12C78,CLM-582973|ADJ-5779,
CASE-278091,InvestigationCase,CASE-278091,CLM-278091,High Value,Closed - Fraud Confirmed,P2 - High,1/4/2015,Inv. Priya Nair,SIU-Northeast,0,35000.0,,No,HINormer-Auto,0.529,0.0,"Incident on 1/4/2015 in Hillsdale, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $35000",LOW_RECOVERY_POTENTIAL,25,No,,Cleared,8/2/2015,Witness Statement|Dashcam,280,0.0,Yes,0.0,No,TRACE-8F0E218E7B72,CLM-278091|ADJ-6562,
CASE-153154,InvestigationCase,CASE-153154,CLM-153154,High Value,Open,P1 - Critical,1/12/2015,Inv. Priya Nair,SIU-Southeast,3,68000.0,,No,RuleBased-v4,0.69,63.0,"Incident on 1/12/2015 in Hillsdale, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $68000",VIABLE_RECOVERY_CASE,71,Yes,High Value >$50K|Injury No Police Report,Cleared,,Medical Records|Repair Estimate|Witness Statement,136,0.0,No,0.0,No,TRACE-34D730E8D2B8,CLM-153154|ADJ-8393,
CASE-515217,InvestigationCase,CASE-515217,CLM-515217,High Value,Closed - Cleared,P1 - Critical,1/8/2015,Inv. Priya Nair,SIU-Midwest,3,84500.0,,No,GraphSAGE-Fraud,0.698,63.0,"Incident on 1/8/2015 in Northbend, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $84500",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Cleared,20/5/2015,Police Report|Witness Statement,99,0.0,Yes,0.0,No,TRACE-6C2969A4D489,CLM-515217|ADJ-7549,
CASE-860497,InvestigationCase,CASE-860497,CLM-860497,High Value,Closed - Fraud Confirmed,P1 - Critical,1/22/2015,Inv. Angela Ruiz,SIU-Midwest,0,75500.0,,No,GraphSAGE-Fraud,0.754,36.0,"Incident on 1/22/2015 in Northbend, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $75500",VIABLE_RECOVERY_CASE,67,Yes,High Value >$50K,Cleared,17/7/2015,Medical Records|Dashcam|Witness Statement|Repair Estimate|Bank Records,350,0.0,No,29477.25,No,TRACE-01B93E4448E3,CLM-860497|ADJ-9166,
CASE-351741,InvestigationCase,CASE-351741,CLM-351741,High Value,Under Review,P1 - Critical,1/13/2015,Inv. Derek Moss,SIU-West,0,90600.0,,No,HINormer-Auto,0.737,63.0,"Incident on 1/13/2015 in Riverwood, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $90600",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Cleared,4/8/2015,Cell Data|Bank Records|Police Report,154,0.0,No,0.0,No,TRACE-C77C911808A7,CLM-351741|ADJ-6875,
CASE-403737,InvestigationCase,CASE-403737,CLM-403737,High Value,Closed - Fraud Confirmed,P1 - Critical,1/18/2015,Inv. Derek Moss,SIU-Central,2,64320.0,,No,HINormer-Auto,0.834,81.0,"Incident on 1/18/2015 in Northbend, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $64320",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Injury No Police Report,Pending,27/6/2015,Dashcam|Bank Records,337,0.0,No,0.0,No,TRACE-9ECDE08E2C8F,CLM-403737|ADJ-7565,
CASE-162004,InvestigationCase,CASE-162004,CLM-162004,High Value,Escalated to SIU,P2 - High,1/19/2015,Inv. Angela Ruiz,SIU-Southeast,0,31700.0,,No,FraudGNN-v2.1,0.635,45.0,"Incident on 1/19/2015 in Northbend, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $31700",INVESTIGATE_FURTHER,54,No,,Cleared,10/8/2015,Medical Records|Witness Statement|CCTV|Cell Data,242,0.0,No,0.0,No,TRACE-D39B1C4673F0,CLM-162004|ADJ-7967,
CASE-740384,InvestigationCase,CASE-740384,CLM-740384,Fraud - Individual,Open,P1 - Critical,1/31/2015,Inv. Angela Ruiz,SIU-Midwest,5,74280.0,,No,GraphSAGE-Fraud,0.917,45.0,"Incident on 1/31/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $74280",STRONG_RECOVERY_CASE,84,Yes,High Value >$50K,Fraud Confirmed,23/11/2015,Repair Estimate|Medical Records|Cell Data,305,63818.87,Yes,0.0,No,TRACE-3D5049B8D22E,CLM-740384|ADJ-9293,
CASE-876714,InvestigationCase,CASE-876714,CLM-876714,High Value,Closed - Fraud Confirmed,P1 - Critical,2/6/2015,Inv. Marcus Webb,SIU-Midwest,3,80520.0,,No,FraudGNN-v2.1,0.796,45.0,"Incident on 2/6/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $80520",STRONG_RECOVERY_CASE,89,Yes,High Value >$50K,Cleared,,CCTV|Medical Records|Dashcam|Police Report|Cell Data,82,0.0,No,0.0,No,TRACE-B974A6F7C545,CLM-876714|ADJ-5829,
CASE-951543,InvestigationCase,CASE-951543,CLM-951543,High Value,Closed - Fraud Confirmed,P1 - Critical,2/4/2015,Inv. Derek Moss,SIU-West,2,63600.0,,No,FraudGNN-v2.1,0.947,72.0,"Incident on 2/4/2015 in Hillsdale, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $63600",STRONG_RECOVERY_CASE,95,Yes,High Value >$50K,Cleared,12/4/2015,CCTV|Witness Statement|Repair Estimate,231,0.0,No,9689.7,No,TRACE-8C4768805DC1,CLM-951543|ADJ-1910,
CASE-576723,InvestigationCase,CASE-576723,CLM-576723,High Value,Under Review,P2 - High,1/2/2015,Inv. Derek Moss,SIU-Southeast,2,32800.0,,No,HINormer-Auto,0.802,45.0,"Incident on 1/2/2015 in Riverwood, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $32800",VIABLE_RECOVERY_CASE,69,No,,Pending,14/11/2015,Witness Statement|Cell Data,346,0.0,No,0.0,No,TRACE-6F20BCA66858,CLM-576723|ADJ-2497,
CASE-391003,InvestigationCase,CASE-391003,CLM-391003,High Value,Open,P2 - High,2/26/2015,Inv. Derek Moss,SIU-Southeast,1,44190.0,,No,GraphSAGE-Fraud,0.692,45.0,"Incident on 2/26/2015 in Northbend, PA.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $44190",VIABLE_RECOVERY_CASE,63,No,,High Value Approved,3/6/2015,Medical Records|Dashcam|Repair Estimate|Witness Statement,345,0.0,No,23335.25,No,TRACE-B90B7F377323,CLM-391003|ADJ-7804,
CASE-225865,InvestigationCase,CASE-225865,CLM-225865,Fraud - Individual,Closed - Cleared,P2 - High,2/8/2015,Inv. Angela Ruiz,SIU-Northeast,2,50400.0,,No,FraudGNN-v2.1,0.844,81.0,"Incident on 2/8/2015 in Springfield, VA.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 2
Witnesses: 2 | Police Report: NO
Total Claim: $50400",STRONG_RECOVERY_CASE,85,Yes,High Value >$50K|Injury No Police Report,Pending,17/12/2015,Repair Estimate|CCTV|Dashcam,108,30731.35,No,0.0,Yes,TRACE-A9300F22D494,CLM-225865|ADJ-8410,
CASE-984948,InvestigationCase,CASE-984948,CLM-984948,High Value,Under Review,P1 - Critical,2/7/2015,Inv. Derek Moss,SIU-Northeast,0,88400.0,,No,RuleBased-v4,0.879,90.0,"Incident on 2/7/2015 in Northbend, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $88400",STRONG_RECOVERY_CASE,90,Yes,High Value >$50K,Pending,24/4/2015,Police Report|Repair Estimate|Medical Records|Witness Statement|Cell Data,333,0.0,Yes,43815.85,No,TRACE-EB62CA69B1BC,CLM-984948|ADJ-1442,
CASE-890328,InvestigationCase,CASE-890328,CLM-890328,High Value,Escalated to SIU,P1 - Critical,2/17/2015,Inv. Priya Nair,SIU-West,1,66550.0,,No,RuleBased-v4,0.88,63.0,"Incident on 2/17/2015 in Hillsdale, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $66550",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K,Pending,15/4/2015,Police Report|Medical Records,79,0.0,No,27345.83,No,TRACE-A517DADE8C47,CLM-890328|ADJ-3973,
CASE-803294,InvestigationCase,CASE-803294,CLM-803294,High Value,Closed - Cleared,P1 - Critical,1/12/2015,Inv. Derek Moss,SIU-Central,1,65780.0,,No,GraphSAGE-Fraud,0.762,45.0,"Incident on 1/12/2015 in Arlington, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $65780",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K,High Value Approved,25/10/2015,CCTV|Medical Records|Bank Records,309,0.0,Yes,0.0,No,TRACE-189B656CC08D,CLM-803294|ADJ-8148,
CASE-414913,InvestigationCase,CASE-414913,CLM-414913,Fraud Ring,Closed - Fraud Confirmed,P1 - Critical,2/1/2015,Inv. Angela Ruiz,SIU-Midwest,4,51810.0,RING-020,Yes,RuleBased-v4,0.76,54.0,"Incident on 2/1/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $51810",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K|Fraud Ring Cluster,Pending,22/10/2015,Medical Records|CCTV|Repair Estimate,166,39477.44,No,0.0,No,TRACE-9A87A5B3EF7E,CLM-414913|ADJ-2683,
CASE-414519,InvestigationCase,CASE-414519,CLM-414519,Fraud - Individual,Closed - Cleared,P2 - High,2/3/2015,Inv. Angela Ruiz,SIU-Central,4,55660.0,,No,RuleBased-v4,0.601,18.0,"Incident on 2/3/2015 in Springfield, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $55660",LOW_RECOVERY_POTENTIAL,30,Yes,High Value >$50K|Injury No Police Report,Pending,7/4/2015,Cell Data|Repair Estimate|CCTV,290,42293.61,No,19024.81,Yes,TRACE-4E1642D74E5C,CLM-414519|ADJ-6291,
CASE-818413,InvestigationCase,CASE-818413,CLM-818413,High Value,Open,P2 - High,2/21/2015,Inv. Marcus Webb,SIU-Midwest,1,44640.0,,No,FraudGNN-v2.1,0.701,36.0,"Incident on 2/21/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $44640",VIABLE_RECOVERY_CASE,64,No,,High Value Approved,27/7/2015,Bank Records|Repair Estimate|Police Report|CCTV,231,0.0,No,0.0,No,TRACE-5477E856441C,CLM-818413|ADJ-8475,
CASE-487356,InvestigationCase,CASE-487356,CLM-487356,Fraud - Individual,Closed - Fraud Confirmed,P1 - Critical,1/9/2015,Inv. Sarah Chen,SIU-Southeast,8,77660.0,,No,HINormer-Auto,0.746,63.0,"Incident on 1/9/2015 in Riverwood, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $77660",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Injury No Police Report,Cleared,,Witness Statement|Medical Records|Repair Estimate|Cell Data|CCTV,42,67078.43,Yes,27504.07,No,TRACE-B73340F55E46,CLM-487356|ADJ-4772,
CASE-159768,InvestigationCase,CASE-159768,CLM-159768,High Value,Under Review,P3 - Medium,2/16/2015,Inv. Sarah Chen,SIU-Northeast,0,5640.0,,No,RuleBased-v4,0.672,36.0,"Incident on 2/16/2015 in Northbend, SC.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $5640",INVESTIGATE_FURTHER,59,Yes,Injury No Police Report,Pending,12/6/2015,Medical Records|Dashcam|Bank Records|CCTV,120,0.0,No,0.0,No,TRACE-F9AAE85718A3,CLM-159768|ADJ-6985,
CASE-865839,InvestigationCase,CASE-865839,CLM-865839,High Value,Closed - Cleared,P3 - Medium,2/4/2015,Inv. Marcus Webb,SIU-Northeast,1,3190.0,,No,FraudGNN-v2.1,0.754,36.0,"Incident on 2/4/2015 in Arlington, VA.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $3190",INVESTIGATE_FURTHER,54,Yes,Injury No Police Report,Cleared,22/7/2015,Witness Statement|Cell Data|Bank Records,147,0.0,No,0.0,No,TRACE-02F2CBE67F41,CLM-865839|ADJ-9674,
CASE-406567,InvestigationCase,CASE-406567,CLM-406567,High Value,Open,P2 - High,2/24/2015,Inv. Priya Nair,SIU-Southeast,1,53440.0,,No,GraphSAGE-Fraud,0.585,9.0,"Incident on 2/24/2015 in Arlington, NC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $53440",INVESTIGATE_FURTHER,40,Yes,High Value >$50K,High Value Approved,17/6/2015,Bank Records|Repair Estimate|Police Report|Dashcam|CCTV,202,0.0,No,0.0,No,TRACE-659FEDF4A5A8,CLM-406567|ADJ-7070,
CASE-623032,InvestigationCase,CASE-623032,CLM-623032,High Value,Open,P1 - Critical,2/1/2015,Inv. Marcus Webb,SIU-Midwest,0,65250.0,,No,GraphSAGE-Fraud,0.86,27.0,"Incident on 2/1/2015 in Hillsdale, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $65250",VIABLE_RECOVERY_CASE,73,Yes,High Value >$50K,High Value Approved,17/3/2015,Dashcam|Cell Data|CCTV,73,0.0,No,0.0,No,TRACE-CD7FCD7B9055,CLM-623032|ADJ-5667,
CASE-935442,InvestigationCase,CASE-935442,CLM-935442,High Value,Open,P2 - High,2/5/2015,Inv. Angela Ruiz,SIU-Northeast,1,44280.0,,No,HINormer-Auto,0.772,63.0,"Incident on 2/5/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $44280",VIABLE_RECOVERY_CASE,61,No,,High Value Approved,2/7/2015,Repair Estimate|Bank Records,155,0.0,No,16847.69,No,TRACE-B2EC9886DE33,CLM-935442|ADJ-3588,
CASE-106873,InvestigationCase,CASE-106873,CLM-106873,High Value,Escalated to SIU,P1 - Critical,1/7/2015,Inv. Derek Moss,SIU-Northeast,2,70290.0,,No,GraphSAGE-Fraud,0.821,36.0,"Incident on 1/7/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $70290",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Injury No Police Report,Pending,26/5/2015,CCTV|Repair Estimate,87,0.0,Yes,0.0,No,TRACE-C40BD8DB82DE,CLM-106873|ADJ-1849,
CASE-563878,InvestigationCase,CASE-563878,CLM-563878,High Value,Pending Evidence,P1 - Critical,2/6/2015,Inv. Marcus Webb,SIU-Southeast,2,87100.0,,No,GraphSAGE-Fraud,0.761,45.0,"Incident on 2/6/2015 in Hillsdale, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $87100",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K,Cleared,14/5/2015,Witness Statement|Cell Data|Dashcam|Repair Estimate,257,0.0,No,13873.01,No,TRACE-3DA71BC92C35,CLM-563878|ADJ-9015,
CASE-620855,InvestigationCase,CASE-620855,CLM-620855,High Value,Closed - Cleared,P2 - High,1/21/2015,Inv. Sarah Chen,SIU-Southeast,2,50380.0,,No,FraudGNN-v2.1,0.767,63.0,"Incident on 1/21/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $50380",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Cleared,22/6/2015,CCTV|Repair Estimate|Dashcam|Cell Data|Police Report,12,0.0,No,0.0,No,TRACE-1440921A69BC,CLM-620855|ADJ-3168,
CASE-583169,InvestigationCase,CASE-583169,CLM-583169,Fraud Ring,Closed - Fraud Confirmed,P1 - Critical,3/1/2015,Inv. Marcus Webb,SIU-Central,4,64800.0,RING-008,Yes,HINormer-Auto,0.834,81.0,"Incident on 3/1/2015 in Arlington, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $64800",STRONG_RECOVERY_CASE,85,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Cleared,11/11/2015,Police Report|Medical Records|Cell Data|CCTV|Witness Statement,7,56515.03,Yes,0.0,Yes,TRACE-90B98CFA8803,CLM-583169|ADJ-4838,
CASE-337677,InvestigationCase,CASE-337677,CLM-337677,High Value,Closed - Cleared,P1 - Critical,2/24/2015,Inv. Derek Moss,SIU-Northeast,3,70400.0,,No,HINormer-Auto,0.74,54.0,"Incident on 2/24/2015 in Columbus, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $70400",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Injury No Police Report,Cleared,7/6/2015,Medical Records|Repair Estimate,125,0.0,No,0.0,No,TRACE-8D7E8B96E78B,CLM-337677|ADJ-4853,
CASE-445973,InvestigationCase,CASE-445973,CLM-445973,Fraud Ring,Closed - Fraud Confirmed,P1 - Critical,2/2/2015,Inv. Marcus Webb,SIU-West,4,57860.0,RING-013,Yes,GraphSAGE-Fraud,0.802,45.0,"Incident on 2/2/2015 in Northbend, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $57860",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Fraud Ring Cluster,Pending,,Bank Records|Dashcam|Repair Estimate|Police Report,121,34676.31,No,9366.36,No,TRACE-95212A3F8F46,CLM-445973|ADJ-7301,
CASE-421940,InvestigationCase,CASE-421940,CLM-421940,Fraud Ring,Open,P1 - Critical,1/9/2015,Inv. Sarah Chen,SIU-Midwest,2,66600.0,RING-020,Yes,HINormer-Auto,0.795,36.0,"Incident on 1/9/2015 in Columbus, VA.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $66600",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Pending,10/11/2015,Repair Estimate|CCTV|Witness Statement,25,41433.19,No,36192.18,No,TRACE-401EE9A3826E,CLM-421940|ADJ-7576,
CASE-613226,InvestigationCase,CASE-613226,CLM-613226,High Value,Under Review,P1 - Critical,2/23/2015,Inv. Sarah Chen,SIU-Midwest,1,70920.0,,No,FraudGNN-v2.1,0.836,45.0,"Incident on 2/23/2015 in Hillsdale, VA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $70920",STRONG_RECOVERY_CASE,89,Yes,High Value >$50K,Cleared,,Bank Records|CCTV,63,0.0,Yes,0.0,No,TRACE-1ACAFDCB6FDD,CLM-613226|ADJ-9062,
CASE-804410,InvestigationCase,CASE-804410,CLM-804410,High Value,Closed - Fraud Confirmed,P2 - High,1/28/2015,Inv. Marcus Webb,SIU-West,2,39480.0,,No,HINormer-Auto,0.86,45.0,"Incident on 1/28/2015 in Springfield, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $39480",VIABLE_RECOVERY_CASE,74,No,,Cleared,28/6/2015,Police Report|Dashcam|Medical Records,143,0.0,No,13082.76,No,TRACE-AE6F547BEA2B,CLM-804410|ADJ-9136,
CASE-553565,InvestigationCase,CASE-553565,CLM-553565,High Value,Escalated to SIU,P1 - Critical,1/14/2015,Inv. Priya Nair,SIU-Northeast,1,63240.0,,No,GraphSAGE-Fraud,0.781,45.0,"Incident on 1/14/2015 in Arlington, VA.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $63240",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,High Value Approved,7/5/2015,Dashcam|Police Report,198,0.0,Yes,0.0,No,TRACE-7B0D39D3E428,CLM-553565|ADJ-3780,
CASE-399524,InvestigationCase,CASE-399524,CLM-399524,High Value,Open,P1 - Critical,2/3/2015,Inv. Marcus Webb,SIU-West,2,67650.0,,No,HINormer-Auto,0.775,63.0,"Incident on 2/3/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $67650",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Cleared,13/9/2015,Police Report|Dashcam|Witness Statement|Repair Estimate|Medical Records,104,0.0,No,23120.73,No,TRACE-D8392F05B93B,CLM-399524|ADJ-5669,
CASE-331595,InvestigationCase,CASE-331595,CLM-331595,Fraud Ring,Closed - Cleared,P1 - Critical,2/17/2015,Inv. Sarah Chen,SIU-Northeast,4,74200.0,RING-019,Yes,RuleBased-v4,0.681,36.0,"Incident on 2/17/2015 in Riverwood, SC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $74200",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Pending,,Witness Statement|Medical Records|Dashcam|Bank Records|Repair Estimate,151,60397.19,No,34511.32,Yes,TRACE-FFD4CF9F7E23,CLM-331595|ADJ-4942,
CASE-380067,InvestigationCase,CASE-380067,CLM-380067,High Value,Closed - Cleared,P1 - Critical,1/30/2015,Inv. Angela Ruiz,SIU-Central,1,64900.0,,No,FraudGNN-v2.1,0.822,54.0,"Incident on 1/30/2015 in Columbus, VA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $64900",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Injury No Police Report,Cleared,26/3/2015,Witness Statement|Cell Data|Medical Records|Dashcam|Repair Estimate,174,0.0,No,0.0,No,TRACE-E63E2C147C28,CLM-380067|ADJ-7949,
