:ID,:LABEL,policy_number,policy_bind_date,policy_expiry_date,policy_state,policy_status,coverage_csl,bodily_injury_limit,property_damage_limit,deductible_amount,annual_premium,monthly_premium,payment_frequency,total_paid_to_date,umbrella_coverage,umbrella_limit,uninsured_motorist_coverage,medical_payments_coverage,collision_coverage,comprehensive_coverage,endorsements,endorsement_count,multi_policy_discount,safe_driver_discount,loyalty_discount,total_discount_pct,prior_policy_carrier,policy_source_channel,renewal_count,cancellation_reason,last_reviewed_date,underwriter_id,territory_code,rated_drivers_count,rated_vehicles_count
POL-583169,Policy,583169,2/1/1998,2/1/1999,IL,Cancelled,100/300,100K,300K,500,1085.03,90.42,Annual,26257.73,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Rideshare Coverage|Custom Parts,3,No,No,Yes,23.6,Progressive,Agent,23,N/A,10/01/2015,UW-3443,TER-IL-78,2,1
POL-337677,Policy,337677,7/20/2008,7/20/2009,OH,Active,100/300,100K,300K,2000,1437.33,119.78,Quarterly,35789.52,No,0,No,No,Yes,Yes,Rental Reimbursement,1,No,Yes,Yes,17.4,None - First Policy,Agent,23,N/A,19/01/2015,UW-1407,TER-OH-21,3,1
POL-445973,Policy,445973,11/13/1998,11/13/1999,IL,Active,250/500,250K,500K,1000,988.29,82.36,Semi-Annual,5435.59,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|New Car Replacement|Gap Coverage,3,Yes,Yes,Yes,24.8,State Farm,Phone,4,N/A,13/01/2015,UW-5865,TER-IL-35,3,1
POL-156694,Policy,156694,5/24/2001,5/24/2002,IL,Pending Renewal,500/1000,500K,1000K,500,1238.89,103.24,Quarterly,34441.14,No,0,Yes,Yes,Yes,Yes,New Car Replacement,1,No,Yes,Yes,11.1,Allstate,Online,26,N/A,18/01/2015,UW-8010,TER-IL-32,1,1
POL-421940,Policy,421940,6/3/2014,6/3/2015,IN,Active,100/300,100K,300K,1000,1384.64,115.39,Quarterly,24923.52,Yes,5000000,Yes,Yes,Yes,Yes,None,0,Yes,No,Yes,4.0,None - First Policy,Online,17,N/A,5/01/2015,UW-5640,TER-IN-15,2,1
POL-613226,Policy,613226,8/22/1991,8/22/1992,IN,Active,100/300,100K,300K,2000,1595.07,132.92,Annual,11484.5,No,0,Yes,No,No,Yes,Roadside Assistance,1,Yes,Yes,Yes,10.4,None - First Policy,Referral,6,N/A,6/01/2015,UW-5113,TER-IN-88,1,1
POL-804410,Policy,804410,12/12/1998,12/12/1999,OH,Pending Renewal,250/500,250K,500K,1000,1127.89,93.99,Semi-Annual,40378.46,Yes,6000000,No,No,No,Yes,New Car Replacement|Rideshare Coverage|Gap Coverage,3,No,Yes,Yes,8.5,Nationwide,Online,34,N/A,20/01/2015,UW-1359,TER-OH-39,2,1
POL-553565,Policy,553565,2/18/1999,2/18/2000,IN,Active,500/1000,500K,1000K,2000,929.7,77.48,Semi-Annual,19895.58,Yes,6000000,Yes,Yes,Yes,No,Custom Parts|Rideshare Coverage,2,No,No,Yes,6.7,None - First Policy,Online,20,N/A,16/01/2015,UW-3043,TER-IN-53,1,1
POL-399524,Policy,399524,10/30/1997,10/30/1998,IL,Lapsed,100/300,100K,300K,1000,1829.63,152.47,Annual,2195.56,No,0,Yes,No,Yes,Yes,None,0,No,No,No,19.8,Allstate,Phone,0,N/A,10/01/2015,UW-6075,TER-IL-69,2,1
POL-331595,Policy,331595,11/29/1999,11/29/2000,IL,Cancelled,100/300,100K,300K,1000,904.7,75.39,Semi-Annual,17370.24,Yes,7000000,Yes,Yes,Yes,No,None,0,No,No,Yes,10.1,Progressive,Referral,18,N/A,6/01/2015,UW-6410,TER-IL-62,3,1
POL-380067,Policy,380067,7/7/2013,7/7/2014,OH,Pending Renewal,500/1000,500K,1000K,1000,1243.84,103.65,Semi-Annual,25871.87,No,0,Yes,Yes,Yes,No,New Car Replacement|Gap Coverage,2,No,No,Yes,23.8,Allstate,Phone,19,N/A,16/01/2015,UW-7954,TER-OH-60,1,1
POL-701521,Policy,701521,7/5/2003,7/5/2004,IL,Cancelled,500/1000,500K,1000K,2000,1030.95,85.91,Monthly,23196.38,No,0,No,Yes,Yes,No,Gap Coverage|Roadside Assistance,2,No,No,Yes,2.0,State Farm,Agent,21,N/A,7/01/2015,UW-9727,TER-IL-35,2,1
POL-360770,Policy,360770,9/21/2005,9/21/2006,IN,Active,100/300,100K,300K,500,1285.03,107.09,Annual,6939.16,Yes,3000000,Yes,No,Yes,Yes,Custom Parts|Gap Coverage|Roadside Assistance,3,No,No,Yes,20.9,Nationwide,Phone,4,N/A,2/01/2015,UW-8530,TER-IN-99,2,1
POL-958785,Policy,958785,2/18/1995,2/18/1996,OH,Active,100/300,100K,300K,500,1216.56,101.38,Annual,48175.78,No,0,Yes,Yes,No,Yes,Rideshare Coverage|Rental Reimbursement,2,No,No,Yes,17.7,Allstate,Agent,38,N/A,25/01/2015,UW-2571,TER-OH-61,1,1
POL-797934,Policy,797934,4/7/1999,4/7/2000,IN,Active,500/1000,500K,1000K,2000,966.26,80.52,Semi-Annual,6184.06,No,0,Yes,Yes,Yes,No,None,0,No,Yes,Yes,21.2,Progressive,Agent,5,N/A,16/01/2015,UW-5750,TER-IN-73,3,1
POL-883980,Policy,883980,12/13/2014,12/13/2015,OH,Active,100/300,100K,300K,500,1203.17,100.26,Quarterly,25627.52,No,0,No,No,Yes,Yes,Roadside Assistance|Custom Parts,2,No,Yes,Yes,18.9,Nationwide,Referral,20,N/A,1/01/2015,UW-8976,TER-OH-83,1,1
POL-340614,Policy,340614,6/1/1997,6/1/1998,IL,Active,250/500,250K,500K,2000,1212.12,101.01,Monthly,23151.49,No,0,Yes,No,Yes,No,Rental Reimbursement,1,No,No,Yes,16.9,State Farm,Agent,18,N/A,14/01/2015,UW-8509,TER-IL-38,2,1
POL-435784,Policy,435784,7/13/2013,7/13/2014,OH,Active,250/500,250K,500K,1000,1573.93,131.16,Annual,14480.16,No,0,Yes,No,Yes,Yes,None,0,No,No,Yes,4.1,Progressive,Referral,8,N/A,21/01/2015,UW-5079,TER-OH-38,1,1
POL-563837,Policy,563837,12/30/2002,12/30/2003,IL,Active,100/300,100K,300K,1000,1609.67,134.14,Monthly,23823.12,No,0,No,No,No,Yes,Roadside Assistance|Rideshare Coverage|Gap Coverage,3,Yes,Yes,Yes,16.3,Allstate,Online,13,N/A,18/01/2015,UW-9599,TER-IL-58,1,1
POL-200827,Policy,200827,2/28/1997,2/28/1998,OH,Active,500/1000,500K,1000K,500,1097.57,91.46,Monthly,26670.95,No,0,Yes,Yes,No,Yes,Rideshare Coverage|Custom Parts|New Car Replacement,3,Yes,Yes,Yes,16.2,Nationwide,Agent,23,N/A,7/01/2015,UW-1617,TER-OH-13,3,1
POL-533941,Policy,533941,6/18/1998,6/18/1999,IN,Active,250/500,250K,500K,2000,1618.65,134.89,Quarterly,60861.24,Yes,2000000,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,14.2,Nationwide,Agent,36,N/A,25/01/2015,UW-3812,TER-IN-51,2,1
POL-265026,Policy,265026,2/8/1996,2/8/1997,IN,Cancelled,100/300,100K,300K,500,922.67,76.89,Monthly,4705.62,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|New Car Replacement|Roadside Assistance,3,No,Yes,Yes,3.5,State Farm,Phone,4,N/A,17/01/2015,UW-7181,TER-IN-70,1,1
POL-354481,Policy,354481,11/17/2004,11/17/2005,IN,Active,100/300,100K,300K,1000,1342.02,111.83,Semi-Annual,16775.25,No,0,No,No,Yes,No,New Car Replacement|Rideshare Coverage,2,Yes,Yes,Yes,4.5,Nationwide,Agent,11,N/A,19/01/2015,UW-8523,TER-IN-66,1,1
POL-566720,Policy,566720,10/25/2012,10/25/2013,OH,Active,100/300,100K,300K,500,1195.01,99.58,Semi-Annual,28202.24,No,0,No,Yes,Yes,Yes,None,0,No,Yes,Yes,8.2,Nationwide,Agent,22,N/A,28/01/2015,UW-5507,TER-OH-85,2,1
POL-832746,Policy,832746,4/13/2006,4/13/2007,OH,Active,500/1000,500K,1000K,1000,994.74,82.89,Semi-Annual,24072.71,No,0,Yes,No,Yes,No,None,0,Yes,Yes,Yes,17.4,Nationwide,Agent,23,N/A,13/01/2015,UW-6901,TER-OH-74,1,1
POL-386690,Policy,386690,2/21/2006,2/21/2007,IN,Active,100/300,100K,300K,1000,1050.24,87.52,Annual,14178.24,No,0,No,Yes,Yes,Yes,None,0,No,No,Yes,21.5,Nationwide,Agent,12,N/A,1/01/2015,UW-6749,TER-IN-35,2,1
POL-979285,Policy,979285,12/17/2003,12/17/2004,IL,Active,250/500,250K,500K,2000,1313.51,109.46,Monthly,16812.93,Yes,7000000,Yes,No,Yes,Yes,New Car Replacement|Custom Parts,2,Yes,Yes,Yes,5.7,Nationwide,Agent,11,N/A,8/01/2015,UW-9851,TER-IL-16,2,1
POL-594722,Policy,594722,7/31/1999,7/31/2000,OH,Active,500/1000,500K,1000K,2000,1102.29,91.86,Semi-Annual,26565.19,No,0,Yes,Yes,Yes,Yes,Gap Coverage,1,No,Yes,Yes,21.4,Progressive,Agent,23,N/A,14/01/2015,UW-8962,TER-OH-46,1,1
POL-216738,Policy,216738,8/5/2014,8/5/2015,IN,Active,250/500,250K,500K,1000,1185.78,98.81,Monthly,948.62,No,0,No,Yes,Yes,Yes,None,0,No,Yes,No,2.2,None - First Policy,Referral,0,N/A,16/01/2015,UW-3106,TER-IN-30,1,1
POL-369048,Policy,369048,6/5/2011,6/5/2012,IL,Active,500/1000,500K,1000K,500,1527.95,127.33,Quarterly,39421.11,No,0,Yes,Yes,Yes,No,New Car Replacement|Roadside Assistance,2,No,No,Yes,20.1,Progressive,Phone,24,N/A,26/01/2015,UW-7967,TER-IL-14,3,1
POL-514424,Policy,514424,10/11/1992,10/11/1993,IN,Active,100/300,100K,300K,1000,1366.39,113.87,Annual,45090.87,No,0,No,No,Yes,Yes,Roadside Assistance|Gap Coverage|Rental Reimbursement,3,No,Yes,Yes,14.6,Nationwide,Agent,32,N/A,7/01/2015,UW-6676,TER-IN-14,1,1
POL-954191,Policy,954191,2/17/2010,2/17/2011,OH,Active,500/1000,500K,1000K,1000,1403.9,116.99,Semi-Annual,32008.92,No,0,Yes,Yes,Yes,Yes,Custom Parts,1,No,Yes,Yes,11.1,Progressive,Online,21,N/A,11/01/2015,UW-1144,TER-OH-86,2,1
POL-150181,Policy,150181,5/6/2007,5/6/2008,IL,Active,500/1000,500K,1000K,2000,927.23,77.27,Semi-Annual,10014.08,No,0,Yes,Yes,Yes,Yes,None,0,No,No,Yes,3.7,State Farm,Agent,9,N/A,26/01/2015,UW-3889,TER-IL-18,3,1
POL-388671,Policy,388671,5/1/1997,5/1/1998,OH,Active,250/500,250K,500K,2000,1554.86,129.57,Monthly,18191.86,Yes,6000000,Yes,No,Yes,No,None,0,No,No,Yes,4.3,Progressive,Agent,10,N/A,5/01/2015,UW-1160,TER-OH-35,1,1
POL-457244,Policy,457244,1/28/1998,1/28/1999,IL,Active,500/1000,500K,1000K,2000,736.07,61.34,Quarterly,25688.84,Yes,6000000,Yes,No,Yes,Yes,Custom Parts|Rental Reimbursement|New Car Replacement,3,No,No,Yes,21.4,State Farm,Agent,33,N/A,8/01/2015,UW-3100,TER-IL-43,1,1
POL-206667,Policy,206667,5/5/1993,5/5/1994,IL,Active,250/500,250K,500K,1000,974.16,81.18,Monthly,25522.99,Yes,6000000,No,No,Yes,Yes,None,0,No,No,Yes,5.8,Progressive,Referral,25,N/A,13/01/2015,UW-6732,TER-IL-30,1,1
POL-745200,Policy,745200,8/6/1994,8/6/1995,OH,Active,500/1000,500K,1000K,500,973.8,81.15,Monthly,5842.8,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|New Car Replacement|Rental Reimbursement,3,No,Yes,Yes,8.8,Nationwide,Agent,5,N/A,4/01/2015,UW-8485,TER-OH-38,3,1
POL-412703,Policy,412703,11/14/2014,11/14/2015,OH,Active,100/300,100K,300K,2000,1260.32,105.03,Quarterly,3402.86,Yes,6000000,Yes,Yes,Yes,No,Roadside Assistance|Gap Coverage|Custom Parts,3,No,No,No,9.9,Progressive,Referral,1,N/A,2/01/2015,UW-1233,TER-OH-59,1,1
POL-736771,Policy,736771,12/14/1991,12/14/1992,IN,Cancelled,100/300,100K,300K,1000,1464.03,122.0,Semi-Annual,28109.38,No,0,Yes,No,Yes,No,Rideshare Coverage|Rental Reimbursement|Custom Parts,3,Yes,Yes,Yes,3.5,Allstate,Agent,18,N/A,10/01/2015,UW-6311,TER-IN-50,3,1
POL-347984,Policy,347984,10/21/2009,10/21/2010,OH,Suspended,100/300,100K,300K,2000,617.11,51.43,Annual,8084.14,No,0,Yes,No,Yes,Yes,Rental Reimbursement,1,No,Yes,Yes,21.3,State Farm,Agent,12,N/A,5/01/2015,UW-8324,TER-OH-84,1,1
POL-626074,Policy,626074,9/29/1997,9/29/1998,IN,Active,250/500,250K,500K,2000,1724.46,143.71,Annual,38110.57,Yes,6000000,No,No,Yes,Yes,Gap Coverage|Rental Reimbursement,2,No,Yes,Yes,0.9,Allstate,Online,21,N/A,14/01/2015,UW-7918,TER-IN-87,2,1
POL-218109,Policy,218109,12/31/2003,12/31/2004,IL,Active,500/1000,500K,1000K,500,1161.31,96.78,Quarterly,4529.11,No,0,No,No,No,Yes,New Car Replacement,1,No,No,No,7.3,Allstate,Agent,2,N/A,13/01/2015,UW-6881,TER-IL-31,1,1
POL-999435,Policy,999435,1/1/2008,1/1/2009,OH,Active,250/500,250K,500K,2000,1091.73,90.98,Semi-Annual,10262.26,No,0,No,No,Yes,Yes,Gap Coverage|Rental Reimbursement,2,No,Yes,Yes,9.4,Allstate,Agent,8,N/A,28/01/2015,UW-6992,TER-OH-92,3,1
POL-858060,Policy,858060,5/31/2004,5/31/2005,IL,Active,250/500,250K,500K,2000,1209.07,100.76,Annual,29138.59,No,0,Yes,No,Yes,Yes,Roadside Assistance|Rideshare Coverage,2,No,No,Yes,0.6,Nationwide,Phone,23,N/A,11/01/2015,UW-9513,TER-IL-39,2,1
POL-500384,Policy,500384,12/18/2013,12/18/2014,IL,Pending Renewal,250/500,250K,500K,2000,1241.04,103.42,Annual,26310.05,No,0,Yes,No,Yes,Yes,Rental Reimbursement|Custom Parts,2,No,Yes,Yes,15.0,Progressive,Agent,20,N/A,12/01/2015,UW-6922,TER-IL-46,1,1
POL-903785,Policy,903785,8/24/2000,8/24/2001,OH,Active,500/1000,500K,1000K,500,1757.21,146.43,Monthly,16869.22,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage,1,Yes,Yes,Yes,0.1,Progressive,Agent,8,N/A,23/01/2015,UW-3899,TER-OH-93,2,1
POL-873859,Policy,873859,10/14/1992,10/14/1993,OH,Lapsed,250/500,250K,500K,1000,802.24,66.85,Quarterly,15804.13,No,0,Yes,No,Yes,Yes,Roadside Assistance,1,Yes,No,Yes,12.0,None - First Policy,Online,18,N/A,5/01/2015,UW-3759,TER-OH-11,2,1
POL-204294,Policy,204294,11/16/1991,11/16/1992,IN,Active,500/1000,500K,1000K,1000,1342.72,111.89,Quarterly,805.63,No,0,Yes,No,Yes,Yes,None,0,No,Yes,No,14.0,State Farm,Agent,0,N/A,3/01/2015,UW-2998,TER-IN-19,2,1
POL-467106,Policy,467106,10/8/1995,10/8/1996,OH,Active,100/300,100K,300K,2000,1209.41,100.78,Annual,20922.79,Yes,5000000,Yes,No,No,Yes,Rental Reimbursement|New Car Replacement|Gap Coverage,3,No,No,Yes,9.2,Nationwide,Phone,16,N/A,12/01/2015,UW-7038,TER-OH-79,1,1
POL-357713,Policy,357713,10/28/2007,10/28/2008,OH,Active,500/1000,500K,1000K,1000,1141.71,95.14,Quarterly,11987.95,Yes,2000000,Yes,Yes,Yes,No,Rental Reimbursement|Roadside Assistance|Rideshare Coverage,3,No,Yes,Yes,20.5,Allstate,Agent,9,N/A,15/01/2015,UW-9296,TER-OH-38,1,1
POL-890026,Policy,890026,5/16/2008,5/16/2009,IL,Active,100/300,100K,300K,500,1090.03,90.84,Semi-Annual,4360.12,No,0,Yes,Yes,Yes,Yes,Gap Coverage|Roadside Assistance,2,No,No,No,24.2,Allstate,Agent,3,N/A,4/01/2015,UW-6421,TER-IL-66,1,1
POL-751612,Policy,751612,6/22/2009,6/22/2010,IN,Active,250/500,250K,500K,1000,1464.73,122.06,Monthly,36325.3,Yes,3000000,Yes,No,Yes,Yes,New Car Replacement,1,No,No,Yes,16.6,Progressive,Phone,23,N/A,28/01/2015,UW-5715,TER-IN-33,2,1
POL-876680,Policy,876680,5/10/2012,5/10/2013,OH,Active,100/300,100K,300K,1000,1118.58,93.21,Annual,14877.11,No,0,No,Yes,No,Yes,Gap Coverage|Custom Parts|Roadside Assistance,3,No,No,Yes,12.1,State Farm,Agent,12,N/A,19/01/2015,UW-2657,TER-OH-56,1,1
POL-756981,Policy,756981,10/2/2003,10/2/2004,OH,Lapsed,250/500,250K,500K,2000,1117.04,93.09,Annual,37755.95,No,0,Yes,No,Yes,Yes,New Car Replacement,1,No,No,Yes,23.7,Allstate,Agent,32,N/A,23/01/2015,UW-7904,TER-OH-47,3,1
POL-121439,Policy,121439,8/2/1990,8/2/1991,IN,Lapsed,500/1000,500K,1000K,500,1257.83,104.82,Annual,16477.57,Yes,7000000,Yes,No,No,Yes,Custom Parts,1,No,No,Yes,21.5,Progressive,Referral,12,N/A,15/01/2015,UW-1164,TER-IN-91,1,1
POL-411289,Policy,411289,9/16/1997,9/16/1998,OH,Active,250/500,250K,500K,2000,1082.72,90.23,Quarterly,13209.18,No,0,Yes,Yes,No,No,None,0,Yes,Yes,Yes,10.0,Allstate,Agent,11,N/A,18/01/2015,UW-9417,TER-OH-37,2,1
POL-538466,Policy,538466,7/29/1995,7/29/1996,IN,Active,100/300,100K,300K,1000,1191.8,99.32,Quarterly,40640.38,Yes,6000000,No,Yes,Yes,No,None,0,No,No,Yes,5.7,State Farm,Online,33,N/A,21/01/2015,UW-3560,TER-IN-82,2,1
POL-932097,Policy,932097,9/6/2005,9/6/2006,IN,Active,100/300,100K,300K,1000,1242.02,103.5,Semi-Annual,26082.42,No,0,Yes,No,No,Yes,None,0,Yes,Yes,Yes,15.9,Progressive,Agent,20,N/A,16/01/2015,UW-2473,TER-IN-41,2,1
POL-463727,Policy,463727,8/5/1992,8/5/1993,OH,Active,250/500,250K,500K,500,1075.71,89.64,Semi-Annual,537.86,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage|Custom Parts|Roadside Assistance,3,No,No,No,21.3,State Farm,Online,0,N/A,17/01/2015,UW-5693,TER-OH-55,2,1
POL-552618,Policy,552618,1/22/1993,1/22/1994,IN,Active,100/300,100K,300K,1000,969.88,80.82,Monthly,8340.97,Yes,6000000,Yes,Yes,Yes,No,Custom Parts,1,No,No,Yes,18.3,None - First Policy,Online,7,N/A,12/01/2015,UW-7142,TER-IN-36,1,1
POL-936638,Policy,936638,5/20/1995,5/20/1996,OH,Active,250/500,250K,500K,2000,1459.93,121.66,Annual,44965.84,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Rideshare Coverage|Custom Parts,3,No,Yes,Yes,1.4,Allstate,Referral,29,N/A,15/01/2015,UW-2888,TER-OH-28,2,1
POL-348814,Policy,348814,9/24/1992,9/24/1993,IL,Active,500/1000,500K,1000K,1000,1245.61,103.8,Monthly,27154.3,No,0,Yes,No,No,Yes,New Car Replacement|Rental Reimbursement|Custom Parts,3,No,No,Yes,13.5,Allstate,Referral,20,N/A,16/01/2015,UW-4309,TER-IL-96,2,1
POL-944102,Policy,944102,7/20/2007,7/20/2008,IN,Active,100/300,100K,300K,2000,1462.76,121.9,Monthly,19308.43,No,0,Yes,Yes,No,Yes,None,0,No,Yes,Yes,0.7,None - First Policy,Agent,12,N/A,6/01/2015,UW-6014,TER-IN-28,1,1
POL-689901,Policy,689901,4/28/1992,4/28/1993,IN,Active,100/300,100K,300K,2000,1398.46,116.54,Quarterly,40135.8,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage|Rental Reimbursement,2,No,Yes,Yes,3.4,Progressive,Agent,27,N/A,23/01/2015,UW-7824,TER-IN-33,1,1
POL-901083,Policy,901083,1/19/1998,1/19/1999,OH,Active,500/1000,500K,1000K,1000,1269.64,105.8,Annual,46214.9,No,0,Yes,No,Yes,Yes,Roadside Assistance|Custom Parts,2,Yes,No,Yes,16.9,Progressive,Online,35,N/A,15/01/2015,UW-4479,TER-OH-84,1,1
POL-396224,Policy,396224,9/8/2009,9/8/2010,IN,Active,100/300,100K,300K,500,1455.65,121.3,Quarterly,7860.51,Yes,4000000,Yes,No,No,No,Custom Parts|Gap Coverage|New Car Replacement,3,No,Yes,Yes,7.0,None - First Policy,Phone,4,N/A,28/01/2015,UW-7371,TER-IN-75,3,1
POL-682178,Policy,682178,12/18/1994,12/18/1995,OH,Active,500/1000,500K,1000K,2000,1140.31,95.03,Quarterly,26569.22,No,0,Yes,Yes,No,Yes,Rental Reimbursement|Rideshare Coverage|Custom Parts,3,No,No,Yes,4.8,Nationwide,Agent,22,N/A,5/01/2015,UW-8716,TER-OH-87,1,1
POL-596298,Policy,596298,8/23/1996,8/23/1997,IN,Active,500/1000,500K,1000K,500,1330.46,110.87,Semi-Annual,29802.3,No,0,No,No,Yes,Yes,Rental Reimbursement|Gap Coverage|New Car Replacement,3,No,No,Yes,17.2,Nationwide,Agent,21,N/A,13/01/2015,UW-1850,TER-IN-49,3,1
POL-253005,Policy,253005,11/20/1991,11/20/1992,OH,Active,250/500,250K,500K,2000,1190.6,99.22,Annual,27264.74,No,0,No,No,Yes,Yes,Roadside Assistance|New Car Replacement,2,No,Yes,Yes,8.6,State Farm,Online,21,N/A,12/01/2015,UW-9033,TER-OH-49,1,1
POL-985924,Policy,985924,10/28/1998,10/28/1999,OH,Active,250/500,250K,500K,500,972.5,81.04,Semi-Annual,21492.25,No,0,Yes,Yes,Yes,No,None,0,No,Yes,Yes,17.9,Progressive,Phone,21,N/A,3/01/2015,UW-9184,TER-OH-81,1,1
POL-631565,Policy,631565,7/14/1997,7/14/1998,IN,Active,100/300,100K,300K,2000,1161.91,96.83,Monthly,27421.08,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Rental Reimbursement,2,Yes,Yes,Yes,17.7,None - First Policy,Online,22,N/A,9/01/2015,UW-1520,TER-IN-12,3,1
POL-630998,Policy,630998,4/9/2003,4/9/2004,OH,Active,250/500,250K,500K,1000,1117.17,93.1,Monthly,7820.19,No,0,Yes,No,Yes,Yes,Gap Coverage,1,Yes,No,Yes,23.5,State Farm,Agent,6,N/A,28/01/2015,UW-8159,TER-OH-82,1,1
POL-926665,Policy,926665,2/4/1992,2/4/1993,OH,Active,250/500,250K,500K,2000,1101.51,91.79,Monthly,22691.11,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage|Rental Reimbursement|Roadside Assistance,3,Yes,No,Yes,21.7,Nationwide,Phone,19,N/A,10/01/2015,UW-9017,TER-OH-80,1,1
POL-302669,Policy,302669,6/29/2006,6/29/2007,IL,Active,100/300,100K,300K,1000,1523.17,126.93,Semi-Annual,7158.9,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Rideshare Coverage|Gap Coverage,3,No,Yes,No,6.8,Allstate,Agent,3,N/A,10/01/2015,UW-9909,TER-IL-47,2,1
POL-620020,Policy,620020,6/21/1997,6/21/1998,OH,Active,500/1000,500K,1000K,1000,984.45,82.04,Quarterly,17227.88,No,0,Yes,No,Yes,Yes,New Car Replacement|Rental Reimbursement|Gap Coverage,3,Yes,No,Yes,25.0,None - First Policy,Online,16,N/A,8/01/2015,UW-7821,TER-OH-44,2,1
POL-439828,Policy,439828,9/7/2006,9/7/2007,OH,Active,500/1000,500K,1000K,2000,1257.0,104.75,Annual,11313.0,Yes,4000000,Yes,No,Yes,Yes,None,0,No,No,Yes,20.1,None - First Policy,Phone,8,N/A,5/01/2015,UW-7012,TER-OH-61,1,1
POL-971295,Policy,971295,10/1/2001,10/1/2002,OH,Pending Renewal,500/1000,500K,1000K,500,1434.51,119.54,Annual,39162.12,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Roadside Assistance,2,Yes,No,Yes,9.9,Progressive,Online,26,N/A,28/01/2015,UW-1912,TER-OH-74,3,1
POL-165565,Policy,165565,2/20/2009,2/20/2010,OH,Active,250/500,250K,500K,2000,1628.0,135.67,Quarterly,25234.0,No,0,Yes,Yes,Yes,Yes,None,0,No,No,Yes,22.8,Progressive,Phone,14,N/A,5/01/2015,UW-2942,TER-OH-73,2,1
POL-936543,Policy,936543,6/26/2001,6/26/2002,IN,Active,500/1000,500K,1000K,500,1412.31,117.69,Monthly,32624.36,No,0,No,Yes,No,No,Gap Coverage|Rental Reimbursement|Roadside Assistance,3,Yes,No,Yes,19.1,Progressive,Agent,22,N/A,9/01/2015,UW-7651,TER-IN-34,1,1
POL-296960,Policy,296960,1/18/1997,1/18/1998,IL,Active,250/500,250K,500K,500,1362.87,113.57,Quarterly,15673.0,Yes,5000000,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,10.9,Allstate,Agent,10,N/A,28/01/2015,UW-2544,TER-IL-32,3,1
POL-501692,Policy,501692,6/24/2014,6/24/2015,IN,Active,100/300,100K,300K,1000,1134.68,94.56,Semi-Annual,19629.96,No,0,No,Yes,Yes,Yes,New Car Replacement,1,Yes,No,Yes,15.3,Progressive,Phone,16,N/A,2/01/2015,UW-1572,TER-IN-87,1,1
POL-525224,Policy,525224,10/2/1992,10/2/1993,IN,Active,250/500,250K,500K,1000,1306.78,108.9,Annual,15942.72,No,0,No,Yes,Yes,Yes,None,0,No,No,Yes,24.3,Allstate,Agent,11,N/A,25/01/2015,UW-2175,TER-IN-26,1,1
POL-355085,Policy,355085,10/9/2012,10/9/2013,IN,Active,500/1000,500K,1000K,500,1021.9,85.16,Semi-Annual,715.33,No,0,Yes,No,No,Yes,Custom Parts|Gap Coverage|New Car Replacement,3,Yes,No,No,21.6,Allstate,Phone,0,N/A,23/01/2015,UW-9340,TER-IN-86,1,1
POL-830729,Policy,830729,2/10/1993,2/10/1994,IN,Active,100/300,100K,300K,1000,1538.6,128.22,Quarterly,38157.28,No,0,No,No,Yes,No,Roadside Assistance|New Car Replacement,2,No,No,Yes,20.7,None - First Policy,Phone,23,N/A,2/01/2015,UW-8182,TER-IN-50,3,1
POL-651948,Policy,651948,9/28/1994,9/28/1995,IN,Active,500/1000,500K,1000K,1000,1354.5,112.88,Annual,16931.25,No,0,Yes,No,Yes,Yes,None,0,Yes,No,Yes,20.1,State Farm,Referral,11,N/A,4/01/2015,UW-7367,TER-IN-64,2,1
POL-424358,Policy,424358,5/24/2003,5/24/2004,OH,Active,500/1000,500K,1000K,500,1282.93,106.91,Quarterly,384.88,No,0,Yes,No,Yes,Yes,Gap Coverage|Rental Reimbursement,2,No,Yes,No,24.7,Allstate,Online,0,N/A,7/01/2015,UW-3463,TER-OH-31,3,1
POL-131478,Policy,131478,12/25/1991,12/25/1992,IL,Active,500/1000,500K,1000K,1000,1346.27,112.19,Annual,23559.72,No,0,Yes,Yes,No,No,Rideshare Coverage,1,No,Yes,Yes,6.3,Progressive,Online,16,N/A,20/01/2015,UW-6334,TER-IL-46,1,1
POL-268833,Policy,268833,9/18/1999,9/18/2000,IN,Cancelled,100/300,100K,300K,1000,1338.4,111.53,Annual,10171.84,Yes,4000000,Yes,Yes,Yes,Yes,Custom Parts|Gap Coverage,2,No,No,Yes,20.7,None - First Policy,Agent,6,N/A,17/01/2015,UW-4798,TER-IN-80,1,1
