:ID,:LABEL,vin_number,vehicle_year,vehicle_make,vehicle_model,vehicle_age_years,vehicle_primary_use,garaging_type,estimated_annual_mileage,odometer_estimate,fuel_type,transmission,body_style,color,engine_size_liters,cylinders,horsepower,curb_weight_lbs,seating_capacity,title_status,condition,market_value_usd,purchase_price_usd,purchase_date,purchase_type,financing_type,lien_holder,anti_theft_device,safety_rating_nhtsa,airbags_count,abs_brakes,backup_camera,telematics_device,commercial_use,modified_vehicle,salvage_title_history,last_inspection_date,registration_state,registration_expiry,recalls_open,vin_hash,previous_owners_count,auction_sourced_flag,import_flag,telematics_risk_score,odometer_rollback_flag,total_loss_history_count
VEH-TFFGT87J7ST4CYCZ4,Vehicle,TFFGT87J7ST4CYCZ4,1995,Chevrolet,Silverado,20,Commute,Driveway,12000,240000,Electric,CVT,Hatchback,Silver,1.8,4,383,5125,2,Clean,Good,500,40477,10/14/1995,New,Leased,Bank of America,No,5-Star,2,Yes,No,No,No,No,No,2/01/2014,IL,12/31/2015,2,71e96650b55bec83,3,No,No,0.4,No,0
VEH-BBB7R8317J1B690Y9,Vehicle,BBB7R8317J1B690Y9,1995,Mercedes,E400,20,Personal,Covered Parking Lot,25000,500000,Hybrid,Automatic,SUV,Red,4.2,6,148,4018,5,Clean,Excellent,500,28435,5/4/1995,Used,Financed,Wells Fargo Auto,Yes,Not Rated,8,Yes,Yes,No,No,No,No,10/01/2014,IL,12/31/2015,3,ed4892166b5ba57a,4,No,No,0.47,No,0
VEH-93KXZN1FFUUGGM30S,Vehicle,93KXZN1FFUUGGM30S,2008,Accura,MDX,7,Pleasure Only,Driveway,20000,140000,Gasoline,Automatic,Hatchback,Gold,1.6,4,174,3999,4,Clean,Fair,19720,25765,1/2/2008,New,Financed,Chase Auto,No,Not Rated,8,Yes,Yes,No,No,No,No,7/01/2014,IN,12/31/2015,0,b9d8e52b49855569,4,No,No,0.57,No,0
VEH-PPK7Z13M4XSYB2B4S,Vehicle,PPK7Z13M4XSYB2B4S,1999,Jeep,Wrangler,16,Business,Covered Parking Lot,15000,240000,Gasoline,Automatic,SUV,White,4.3,8,218,2954,5,Clean,Fair,1296,17606,1/27/1999,Certified Pre-Owned,Financed,Bank of America,Yes,4-Star,8,Yes,No,Yes,No,No,No,12/01/2014,IN,12/31/2015,1,4e06245a68d22c36,3,Yes,No,0.54,No,0
VEH-L8XDDLWW0Z61ZPCW9,Vehicle,L8XDDLWW0Z61ZPCW9,2010,Accura,RSX,5,Rideshare,Covered Parking Lot,12000,60000,Gasoline,Manual,Convertible,Gold,3.5,4,432,4593,5,Clean,Excellent,17911,24688,4/13/2010,Used,Owned Outright,Chase Auto,Yes,3-Star,8,Yes,Yes,No,No,No,No,10/01/2014,IL,12/31/2015,1,254ade246c4aba42,1,No,No,0.63,No,0
VEH-GBNENS00TAK8EZKUU,Vehicle,GBNENS00TAK8EZKUU,2005,Toyota,Corolla,10,Business,Driveway,12000,120000,Gasoline,Manual,Sedan,Black,4.8,4,355,4199,2,Clean,Poor,10342,49908,11/3/2005,New,Owned Outright,Wells Fargo Auto,Yes,Not Rated,10,No,Yes,No,No,No,No,10/01/2014,IL,12/31/2015,0,cf3c67ff9847e4a5,4,No,No,0.6,No,1
VEH-1EEZXGSRMV71PUBN8,Vehicle,1EEZXGSRMV71PUBN8,2015,Saab,93,0,Rideshare,On-Street Parking,10000,0,Flex Fuel,Automatic,Sedan,Silver,4.6,4,226,2986,5,Clean,Excellent,25774,13888,7/19/2015,Certified Pre-Owned,Leased,,Yes,3-Star,6,No,Yes,No,No,Yes,No,1/01/2014,IL,12/31/2015,3,3a6af9569ded8005,0,No,No,0.14,No,0
VEH-N3U3XE35MK8H15PHM,Vehicle,N3U3XE35MK8H15PHM,2000,Accura,MDX,15,Business,Driveway,10000,150000,Gasoline,Automatic,Sedan,Gold,3.4,4,331,2672,8,Clean,Good,3444,49858,3/9/2000,Used,Owned Outright,,Yes,4-Star,2,Yes,No,No,No,No,No,12/01/2014,IL,12/31/2015,1,08183613da85fe84,3,No,No,0.58,No,0
VEH-0U2FT78CK757M6LZL,Vehicle,0U2FT78CK757M6LZL,2005,Honda,CRV,10,Commute,On-Street Parking,15000,150000,Hybrid,Automatic,Convertible,Gray,1.7,4,373,5169,7,Clean,Good,10240,41858,8/25/2005,New,Leased,Bank of America,Yes,4-Star,10,No,No,No,No,No,No,11/01/2014,OH,12/31/2015,2,c5de7e9f6f89c8a6,5,No,No,0.35,No,0
VEH-K21DX50SBSTMD64ST,Vehicle,K21DX50SBSTMD64ST,2005,Volkswagen,Passat,10,Rideshare,Driveway,7500,75000,Hybrid,Automatic,Sedan,White,3.1,4,175,4801,8,Clean,Fair,10340,45288,4/3/2005,Used,Financed,Bank of America,Yes,3-Star,4,Yes,No,No,No,No,No,6/01/2014,OH,12/31/2015,0,31fc63fcda0e83ee,4,No,No,0.9,No,0
VEH-EXET7BL015LA7AHLH,Vehicle,EXET7BL015LA7AHLH,2006,Toyota,Highlander,9,Commute,Storage Unit,25000,225000,Flex Fuel,Manual,Convertible,Brown,3.6,8,165,4289,5,Clean,Fair,14365,15114,12/12/2006,Certified Pre-Owned,Owned Outright,Wells Fargo Auto,No,Not Rated,4,Yes,No,Yes,No,Yes,No,12/01/2014,IN,12/31/2015,3,95fc2ffbc74104a1,0,No,No,0.86,No,2
VEH-FDDHSTG67A2TS8F1T,Vehicle,FDDHSTG67A2TS8F1T,1999,Nissan,Pathfinder,16,Commute,Private Garage,7500,120000,Gasoline,Manual,Convertible,Gray,3.8,8,361,3386,8,Clean,Excellent,1180,54376,11/10/1999,Certified Pre-Owned,Owned Outright,Wells Fargo Auto,No,4-Star,2,Yes,No,No,No,No,No,6/01/2014,IL,12/31/2015,1,a976aff80323dad1,4,No,No,0.93,No,0
VEH-P30WNUJ90MHN9A601,Vehicle,P30WNUJ90MHN9A601,2015,Audi,A5,0,Commute,Covered Parking Lot,20000,0,Hybrid,Manual,Hatchback,Gray,4.6,6,385,5326,7,Clean,Excellent,31969,51959,4/19/2015,Used,Leased,Capital One,Yes,Not Rated,6,No,Yes,No,No,Yes,No,3/01/2014,IN,12/31/2015,2,09c33e15a38ca58b,3,No,No,0.93,No,0
VEH-NMGK3FG3PYY72U54N,Vehicle,NMGK3FG3PYY72U54N,2009,Nissan,Ultima,6,Personal,Driveway,15000,90000,Hybrid,Manual,SUV,Green,3.7,6,345,4339,8,Clean,Excellent,20160,34491,9/1/2009,New,Financed,Wells Fargo Auto,Yes,4-Star,8,Yes,No,No,No,Yes,No,6/01/2014,IN,12/31/2015,0,ee675d906fda49d0,0,No,No,0.63,No,0
VEH-ZD2ZNJHXJB04FHMDT,Vehicle,ZD2ZNJHXJB04FHMDT,1999,Dodge,RAM,16,Commute,Storage Unit,12000,192000,Flex Fuel,Automatic,Coupe,Gray,2.8,8,155,4502,4,Clean,Good,1148,30368,5/25/1999,Used,Financed,Wells Fargo Auto,No,Not Rated,10,Yes,No,No,No,No,No,4/01/2014,IN,12/31/2015,1,c0ae11115692d85c,3,No,No,0.16,No,0
VEH-NTAY6YJNJTFLY7RCG,Vehicle,NTAY6YJNJTFLY7RCG,1996,Audi,A3,19,Business,Private Garage,25000,475000,Diesel,Automatic,Coupe,Black,1.6,6,246,5319,5,Clean,Good,500,30049,1/15/1996,New,Owned Outright,,No,4-Star,6,Yes,Yes,No,No,No,No,6/01/2014,IL,12/31/2015,0,2fee08eaa96eb9d2,1,No,No,0.82,No,1
VEH-V7M785GYNTBAYR0HZ,Vehicle,V7M785GYNTBAYR0HZ,2010,Saab,92x,5,Pleasure Only,Covered Parking Lot,20000,100000,Diesel,Automatic,SUV,Gray,2.4,6,375,4626,5,Clean,Excellent,20759,12143,5/16/2010,Certified Pre-Owned,Financed,Bank of America,Yes,4-Star,8,Yes,No,Yes,No,No,No,9/01/2014,OH,12/31/2015,3,1da223ee3a7ee7f5,4,No,No,0.14,No,0
VEH-4A8UHLWVA5EBBGX4L,Vehicle,4A8UHLWVA5EBBGX4L,1999,Suburu,Legacy,16,Rideshare,Driveway,20000,320000,Diesel,Automatic,SUV,Green,5.0,8,198,3268,8,Clean,Fair,1020,18257,2/1/1999,New,Financed,Chase Auto,Yes,Not Rated,10,No,No,No,No,No,No,11/01/2014,IN,12/31/2015,0,b0113eb0c645889c,1,No,No,0.46,No,0
VEH-JSS4HZ0K6X9VJ0UKT,Vehicle,JSS4HZ0K6X9VJ0UKT,2015,Saab,92x,0,Rideshare,Storage Unit,25000,0,Flex Fuel,Manual,Convertible,Green,2.7,6,363,3115,5,Clean,Excellent,30317,19075,3/20/2015,Used,Owned Outright,,No,5-Star,2,Yes,Yes,No,No,No,No,9/01/2014,IL,12/31/2015,2,a7f8e5313005eaf4,2,No,No,0.91,No,0
VEH-B801A9GS0J25UJUNA,Vehicle,B801A9GS0J25UJUNA,2001,Chevrolet,Silverado,14,Pleasure Only,On-Street Parking,10000,140000,Flex Fuel,Automatic,Coupe,Gray,3.7,6,115,3953,5,Clean,Good,4818,40057,12/25/2001,Certified Pre-Owned,Financed,Bank of America,Yes,4-Star,8,Yes,No,No,No,No,No,3/01/2014,IL,12/31/2015,2,7a2132d35aebc745,3,No,No,0.19,No,0
VEH-HG2ZA9M0744JW5BLC,Vehicle,HG2ZA9M0744JW5BLC,2001,Nissan,Ultima,14,Personal,Covered Parking Lot,20000,280000,Hybrid,Automatic,Coupe,Orange,2.7,8,292,4587,5,Salvage,Good,5489,45807,2/20/2001,Used,Owned Outright,,Yes,5-Star,8,Yes,No,No,No,Yes,Yes,7/01/2014,OH,12/31/2015,1,b4c664e41e511bb2,1,No,Yes,0.05,No,0
VEH-H692AP4PTTNBZPFTH,Vehicle,H692AP4PTTNBZPFTH,2012,Dodge,RAM,3,Personal,Driveway,25000,75000,Hybrid,Automatic,Coupe,Silver,4.1,6,381,5132,7,Clean,Excellent,25287,39808,11/1/2012,New,Financed,Bank of America,No,3-Star,10,Yes,No,No,No,No,No,3/01/2014,IL,12/31/2015,0,f7d0a6a60ce1684b,1,No,No,0.17,No,0
VEH-R04FG0JDTSNVTCD2G,Vehicle,R04FG0JDTSNVTCD2G,2014,Mercedes,E400,1,Business,Private Garage,18000,18000,Hybrid,Automatic,Hatchback,Black,4.3,6,444,5117,8,Salvage,Excellent,28445,42827,12/24/2014,New,Financed,,No,4-Star,8,Yes,Yes,No,No,No,No,2/01/2014,OH,12/31/2015,0,961d45e045fa42bf,5,No,No,0.01,No,0
VEH-J40YNF23JXJXLAL8X,Vehicle,J40YNF23JXJXLAL8X,2012,Dodge,RAM,3,Commute,Covered Parking Lot,25000,75000,Diesel,Automatic,Truck,White,1.8,8,435,2959,8,Clean,Excellent,26533,46690,12/17/2012,New,Leased,,No,3-Star,4,Yes,No,No,No,No,No,11/01/2014,IN,12/31/2015,3,0203b18a5d9a5b11,2,No,No,0.2,No,0
VEH-YE76L2P6MF1WJUD6M,Vehicle,YE76L2P6MF1WJUD6M,2008,Saab,92x,7,Commute,Storage Unit,25000,175000,Gasoline,Automatic,Truck,Silver,3.6,6,388,4463,2,Clean,Fair,15558,49743,12/13/2008,Certified Pre-Owned,Owned Outright,Capital One,Yes,3-Star,8,Yes,No,No,No,No,No,12/01/2014,IL,12/31/2015,3,934ddacd70e1751a,5,Yes,No,0.24,No,0
VEH-N9YV62FH1HS7M50MC,Vehicle,N9YV62FH1HS7M50MC,2010,Chevrolet,Tahoe,5,Pleasure Only,Covered Parking Lot,20000,100000,Hybrid,Automatic,Truck,Orange,2.8,6,390,3555,7,Clean,Excellent,20172,38270,3/4/2010,New,Financed,Capital One,Yes,5-Star,8,Yes,Yes,Yes,No,No,No,3/01/2014,OH,12/31/2015,1,6f9706250e3d702b,0,No,No,0.93,No,0
VEH-P0H9TRCU7US1WT8ZN,Vehicle,P0H9TRCU7US1WT8ZN,2009,Mercedes,E400,6,Pleasure Only,Driveway,12000,72000,Electric,Automatic,Minivan,White,3.2,6,278,2961,7,Clean,Excellent,20365,14358,5/7/2009,New,Leased,Chase Auto,Yes,4-Star,6,Yes,No,Yes,No,No,No,8/01/2014,IL,12/31/2015,1,6758878dd0c3b09c,2,No,No,0.59,No,0
VEH-2TUDW95LEE97KVDWY,Vehicle,2TUDW95LEE97KVDWY,2001,Chevrolet,Malibu,14,Rideshare,Storage Unit,12000,168000,Flex Fuel,Automatic,Hatchback,Gray,4.5,6,405,4803,4,Clean,Good,5085,26329,6/3/2001,Used,Financed,Chase Auto,Yes,3-Star,2,Yes,No,Yes,No,No,No,5/01/2014,IN,12/31/2015,0,d0b976e855f9858b,0,No,No,0.65,No,0
VEH-647C6W8Z95JZESVNV,Vehicle,647C6W8Z95JZESVNV,2009,Suburu,Forrestor,6,Rideshare,Storage Unit,5000,30000,Gasoline,CVT,Sedan,Gray,3.3,6,440,2753,2,Clean,Good,20425,16550,6/7/2009,New,Owned Outright,Chase Auto,Yes,5-Star,8,Yes,No,Yes,No,No,No,7/01/2014,OH,12/31/2015,3,21a34efc4e56b25b,3,No,No,0.12,No,0
VEH-1CE94P5D9C4ZG073C,Vehicle,1CE94P5D9C4ZG073C,2011,Ford,F150,4,Pleasure Only,Storage Unit,20000,80000,Hybrid,Automatic,Minivan,Orange,3.3,8,262,3033,5,Clean,Excellent,25883,19074,2/27/2011,Used,Owned Outright,Capital One,Yes,Not Rated,6,Yes,Yes,No,No,No,No,8/01/2014,OH,12/31/2015,2,6f6b3807bff965a7,0,No,No,0.47,No,0
VEH-03PUFL8FGGS5EZCTY,Vehicle,03PUFL8FGGS5EZCTY,1998,Saab,95,17,Rideshare,Storage Unit,18000,306000,Gasoline,Manual,Sedan,Green,4.7,4,330,4732,4,Salvage,Good,500,36865,3/24/1998,Used,Leased,Capital One,Yes,4-Star,4,Yes,No,No,No,Yes,No,4/01/2014,OH,12/31/2015,2,34675cc8fce55e1a,1,No,No,0.16,No,0
VEH-H7UGHUYF3321PH372,Vehicle,H7UGHUYF3321PH372,2004,Nissan,Maxima,11,Personal,Private Garage,12000,132000,Diesel,Manual,Minivan,Green,2.2,4,384,5038,5,Clean,Fair,8802,20222,7/7/2004,Used,Financed,Wells Fargo Auto,No,5-Star,10,Yes,Yes,No,No,No,No,2/01/2014,OH,12/31/2015,0,f85a32233309063c,1,Yes,No,0.95,No,0
VEH-BALP3ZWYCWB8JB6K3,Vehicle,BALP3ZWYCWB8JB6K3,2002,Chevrolet,Tahoe,13,Commute,On-Street Parking,12000,156000,Gasoline,CVT,SUV,White,4.8,6,419,5065,7,Clean,Good,6809,38633,9/2/2002,New,Leased,Wells Fargo Auto,No,Not Rated,2,Yes,Yes,No,No,No,No,4/01/2014,OH,12/31/2015,0,f2bf9977f5190577,4,No,No,0.49,No,0
VEH-39LUVM73XAFTTPB77,Vehicle,39LUVM73XAFTTPB77,1995,Dodge,RAM,20,Commute,On-Street Parking,20000,400000,Gasoline,Manual,Convertible,Green,3.1,6,221,4926,7,Clean,Fair,500,13982,10/11/1995,New,Owned Outright,Bank of America,Yes,3-Star,6,Yes,No,No,No,No,No,4/01/2014,IL,12/31/2015,2,88e4a8c89e96d30d,3,No,No,0.66,No,0
VEH-TU78MBKWF28CE4MDF,Vehicle,TU78MBKWF28CE4MDF,2004,Accura,TL,11,Commute,Storage Unit,12000,132000,Hybrid,Manual,Minivan,Blue,2.3,4,415,4130,2,Clean,Excellent,8783,12009,2/1/2004,Used,Owned Outright,Bank of America,No,4-Star,6,Yes,Yes,No,No,No,No,4/01/2014,IL,12/31/2015,3,b056f69e2ea51d4e,4,No,No,0.44,No,0
VEH-GA8SR2XWNX6VW42A8,Vehicle,GA8SR2XWNX6VW42A8,2010,Mercedes,C300,5,Rideshare,Storage Unit,15000,75000,Electric,Automatic,Hatchback,Silver,2.1,4,406,5105,4,Clean,Excellent,20406,41153,10/22/2010,Certified Pre-Owned,Owned Outright,Capital One,Yes,5-Star,6,Yes,No,No,No,No,No,12/01/2014,OH,12/31/2015,3,555104f380b14300,4,No,No,0.06,No,0
VEH-ZMYXN999JCW26YTAB,Vehicle,ZMYXN999JCW26YTAB,2014,Toyota,Camry,1,Commute,Private Garage,5000,5000,Flex Fuel,Automatic,Truck,Black,4.5,4,260,2751,4,Salvage,Excellent,28983,37239,5/28/2014,Used,Financed,Capital One,No,4-Star,6,Yes,Yes,Yes,No,No,No,5/01/2014,IL,12/31/2015,2,ccd57187334ee657,4,No,No,0.86,No,0
VEH-C1JNAHE73540DMSNT,Vehicle,C1JNAHE73540DMSNT,1995,Suburu,Impreza,20,Pleasure Only,On-Street Parking,25000,500000,Electric,Automatic,Sedan,Gold,3.4,6,135,5449,7,Clean,Fair,500,37046,7/21/1995,New,Owned Outright,Capital One,No,3-Star,8,Yes,No,No,No,No,No,8/01/2014,OH,12/31/2015,3,dd171ce99bbf6db9,0,No,No,0.31,No,0
VEH-FJ0Z6E71M2YZRLSPX,Vehicle,FJ0Z6E71M2YZRLSPX,2014,Dodge,Neon,1,Personal,Private Garage,18000,18000,Flex Fuel,Manual,Sedan,Blue,4.6,6,217,3552,8,Clean,Excellent,27954,13739,10/12/2014,New,Financed,Wells Fargo Auto,Yes,4-Star,6,No,Yes,No,No,No,No,10/01/2014,OH,12/31/2015,3,e8f801ccf5b348e6,2,No,No,0.71,No,0
VEH-KCHC42LMH6E84J5KM,Vehicle,KCHC42LMH6E84J5KM,2013,Ford,Fusion,2,Rideshare,Private Garage,7500,15000,Electric,Automatic,Minivan,Black,4.7,6,323,4116,8,Salvage,Excellent,23386,54843,8/24/2013,Used,Owned Outright,Chase Auto,Yes,5-Star,8,Yes,Yes,No,No,No,No,11/01/2014,IL,12/31/2015,3,ecbe7aeca3816264,0,No,No,0.33,No,0
VEH-SB0C6LEVR6E3CYMTN,Vehicle,SB0C6LEVR6E3CYMTN,2013,Volkswagen,Passat,2,Personal,Private Garage,5000,10000,Electric,CVT,Truck,Black,1.9,6,178,4807,5,Clean,Excellent,24927,22750,6/25/2013,Used,Leased,,No,5-Star,6,Yes,Yes,No,No,No,No,2/01/2014,OH,12/31/2015,2,f2e8cc323fc01439,1,No,No,0.31,No,0
VEH-STNX2GY1A82A25PGT,Vehicle,STNX2GY1A82A25PGT,2001,Dodge,RAM,14,Business,Driveway,25000,350000,Diesel,Automatic,Convertible,Orange,3.3,4,293,2936,5,Clean,Fair,4520,17187,3/19/2001,Used,Financed,Chase Auto,No,4-Star,4,Yes,No,No,No,No,No,7/01/2014,IN,12/31/2015,0,8bb72e3f69033747,3,No,No,0.26,No,0
VEH-LXGYRY0XA2C8SBR8H,Vehicle,LXGYRY0XA2C8SBR8H,2010,Volkswagen,Passat,5,Business,Covered Parking Lot,5000,25000,Electric,Automatic,Hatchback,Blue,3.6,4,305,5489,7,Clean,Excellent,20003,42986,9/28/2010,Used,Owned Outright,Bank of America,No,3-Star,10,Yes,No,Yes,No,No,No,6/01/2014,IL,12/31/2015,1,257ec27038aaf58f,4,No,No,0.27,No,0
VEH-3WBKPKGUXYM2KFPK4,Vehicle,3WBKPKGUXYM2KFPK4,1999,Audi,A5,16,Rideshare,Driveway,15000,240000,Diesel,Manual,Hatchback,Black,2.1,6,234,3755,5,Clean,Good,1327,29433,2/10/1999,Used,Financed,Capital One,No,4-Star,4,Yes,No,No,No,No,No,9/01/2014,IL,12/31/2015,0,3c822cf31d8599e6,5,No,No,0.41,No,0
VEH-22PB64G95TM4S7H4A,Vehicle,22PB64G95TM4S7H4A,2006,Toyota,Camry,9,Rideshare,Covered Parking Lot,15000,135000,Diesel,CVT,SUV,Orange,1.5,4,113,4379,8,Clean,Good,12744,41182,1/2/2006,New,Financed,Chase Auto,Yes,Not Rated,10,Yes,No,No,No,No,No,4/01/2014,IL,12/31/2015,2,2fb6fbf649c6bf6f,0,No,No,0.89,No,0
VEH-04PAFUP84HBD2LX96,Vehicle,04PAFUP84HBD2LX96,2009,BMW,X5,6,Commute,Private Garage,20000,120000,Electric,Automatic,Convertible,Gray,4.3,6,125,5428,4,Salvage,Fair,17379,16507,4/22/2009,Used,Owned Outright,,No,4-Star,6,No,No,Yes,No,No,No,2/01/2014,IN,12/31/2015,2,7c3f9640db1e73da,5,No,No,0.75,No,0
VEH-6Z40DMHWNF38PC40P,Vehicle,6Z40DMHWNF38PC40P,2001,Nissan,Pathfinder,14,Commute,Driveway,15000,210000,Hybrid,Automatic,Truck,Orange,1.8,6,154,2700,8,Clean,Poor,4153,14699,1/21/2001,Used,Owned Outright,Chase Auto,Yes,5-Star,4,Yes,No,No,No,No,No,10/01/2014,OH,12/31/2015,1,0f788a1310b58be2,0,Yes,No,0.97,No,0
VEH-K7ZZVZXTPTYYN0491,Vehicle,K7ZZVZXTPTYYN0491,2007,Chevrolet,Tahoe,8,Commute,Driveway,10000,80000,Flex Fuel,Automatic,Convertible,Brown,4.4,6,371,2829,4,Rebuilt,Fair,16041,36521,3/4/2007,Used,Financed,Capital One,Yes,4-Star,10,Yes,No,Yes,No,No,No,3/01/2014,IN,12/31/2015,1,d01a666e5981c902,3,No,No,0.53,No,0
VEH-NECA2FE0W0ZU6RB23,Vehicle,NECA2FE0W0ZU6RB23,2003,Toyota,Highlander,12,Personal,Covered Parking Lot,18000,216000,Hybrid,Automatic,SUV,Blue,3.5,6,338,4148,7,Clean,Good,8448,45856,12/5/2003,New,Leased,,Yes,4-Star,8,Yes,No,Yes,No,Yes,No,7/01/2014,OH,12/31/2015,2,89c224167f8ccbfc,5,No,No,0.59,No,0
VEH-2VDR8LXZC4BMEW82K,Vehicle,2VDR8LXZC4BMEW82K,2012,Audi,A3,3,Rideshare,Covered Parking Lot,15000,45000,Electric,Automatic,Sedan,Green,3.4,6,388,4116,8,Clean,Excellent,23134,46999,9/13/2012,New,Financed,Bank of America,Yes,4-Star,10,Yes,No,No,No,No,No,8/01/2014,IL,12/31/2015,1,f74f710728461df2,5,No,No,0.53,No,0
VEH-W937GN3F7HD78UEHF,Vehicle,W937GN3F7HD78UEHF,2010,Jeep,Grand Cherokee,5,Business,On-Street Parking,25000,125000,Hybrid,Automatic,Hatchback,Silver,2.4,4,284,2834,8,Clean,Excellent,20888,17181,4/12/2010,Used,Leased,Bank of America,Yes,3-Star,8,No,Yes,No,No,No,No,9/01/2014,IL,12/31/2015,0,4c1ece0cc973beb7,2,No,No,0.41,No,0
VEH-D4T10BZCNGKNLK07F,Vehicle,D4T10BZCNGKNLK07F,2002,Nissan,Ultima,13,Pleasure Only,Covered Parking Lot,5000,65000,Gasoline,Automatic,Sedan,Black,2.1,4,122,5028,2,Clean,Excellent,7162,37991,8/18/2002,Used,Financed,Chase Auto,No,Not Rated,10,No,No,Yes,No,No,No,8/01/2014,OH,12/31/2015,2,84f62345fd26af3c,5,No,Yes,0.47,No,0
VEH-DWAFPA4K7EDHXM3Y8,Vehicle,DWAFPA4K7EDHXM3Y8,1997,Ford,Fusion,18,Commute,Private Garage,10000,180000,Electric,Automatic,Convertible,Green,3.9,8,413,4497,5,Clean,Good,500,46484,7/21/1997,New,Leased,,Yes,3-Star,2,Yes,No,Yes,No,No,No,4/01/2014,IL,12/31/2015,0,60dd80af02193fc2,2,Yes,No,0.31,No,0
VEH-RY8T73YBWJ8ZPSAXX,Vehicle,RY8T73YBWJ8ZPSAXX,2008,Jeep,Wrangler,7,Rideshare,Driveway,25000,175000,Flex Fuel,Manual,Convertible,Silver,4.5,6,312,3475,7,Salvage,Good,18051,40816,8/13/2008,Used,Financed,Capital One,No,4-Star,8,Yes,No,No,No,No,No,8/01/2014,IN,12/31/2015,3,34fa532b0e0ecfc2,5,No,No,0.18,No,0
VEH-5KVW587650GBV2S1K,Vehicle,5KVW587650GBV2S1K,2012,Saab,93,3,Business,Driveway,7500,22500,Flex Fuel,Automatic,Truck,Brown,2.4,6,280,3044,8,Clean,Excellent,21157,21401,3/3/2012,Certified Pre-Owned,Owned Outright,Chase Auto,No,3-Star,8,Yes,No,Yes,No,No,No,1/01/2014,IN,12/31/2015,3,82ccf804fb76f998,3,Yes,No,0.05,No,0
VEH-K293S9PZCHBGDD5JM,Vehicle,K293S9PZCHBGDD5JM,2004,BMW,M5,11,Rideshare,Private Garage,15000,165000,Gasoline,Manual,Minivan,Brown,4.1,4,449,5204,5,Clean,Excellent,8783,34317,2/21/2004,New,Financed,Wells Fargo Auto,No,4-Star,8,Yes,No,No,No,No,No,7/01/2014,OH,12/31/2015,3,081353c8cb724609,3,No,No,0.71,No,0
VEH-YE31086BSAZVP76FF,Vehicle,YE31086BSAZVP76FF,2011,Nissan,Pathfinder,4,Pleasure Only,Storage Unit,15000,60000,Hybrid,Automatic,Truck,Red,1.7,6,298,3114,2,Clean,Excellent,23565,29741,7/6/2011,Certified Pre-Owned,Financed,Bank of America,Yes,Not Rated,8,Yes,No,No,No,No,No,10/01/2014,IL,12/31/2015,0,0aea3e2530b85daf,3,No,No,0.92,No,0
VEH-U5Z5SFPEC7EP57V6P,Vehicle,U5Z5SFPEC7EP57V6P,1997,BMW,X6,18,Commute,Driveway,7500,135000,Flex Fuel,Manual,Truck,Silver,4.3,4,108,2946,7,Salvage,Fair,500,35906,4/14/1997,Used,Financed,Chase Auto,Yes,3-Star,2,No,No,Yes,No,No,No,6/01/2014,IL,12/31/2015,1,eec4c478b5d0e496,2,No,No,0.31,No,0
VEH-LREERUN700F4XWYT3,Vehicle,LREERUN700F4XWYT3,2012,Nissan,Ultima,3,Rideshare,On-Street Parking,5000,15000,Electric,Automatic,Truck,Blue,2.5,4,153,2866,2,Clean,Excellent,21021,20198,3/5/2012,New,Financed,Bank of America,No,3-Star,2,No,No,No,No,No,No,8/01/2014,OH,12/31/2015,2,795e35022fa0f96d,1,No,No,0.15,No,0
VEH-BLZBUZK7WJRJ9SZ49,Vehicle,BLZBUZK7WJRJ9SZ49,2013,Chevrolet,Malibu,2,Rideshare,Driveway,25000,50000,Diesel,Automatic,Truck,Black,5.0,4,443,4503,2,Clean,Excellent,23335,49301,12/24/2013,New,Leased,,Yes,5-Star,2,Yes,Yes,No,No,Yes,No,10/01/2014,IN,12/31/2015,1,d2a6141a161bbbd4,5,No,No,0.05,No,0
VEH-660937RE40BFV84UN,Vehicle,660937RE40BFV84UN,2003,Jeep,Grand Cherokee,12,Business,Storage Unit,20000,240000,Diesel,CVT,SUV,Black,4.6,8,248,4962,8,Clean,Fair,8212,54197,11/16/2003,Used,Financed,Wells Fargo Auto,No,4-Star,10,Yes,No,Yes,No,No,No,12/01/2014,OH,12/31/2015,2,5d1640627ec82f42,1,No,No,0.86,No,0
VEH-PMG9XUTT0ZNPK1LR7,Vehicle,PMG9XUTT0ZNPK1LR7,1997,BMW,X5,18,Commute,Covered Parking Lot,10000,180000,Diesel,CVT,Truck,Orange,4.2,4,176,2856,5,Clean,Good,500,31116,10/24/1997,Used,Financed,Chase Auto,Yes,Not Rated,4,Yes,Yes,No,No,No,No,4/01/2014,OH,12/31/2015,2,dc24d19ee5ce9395,1,No,No,0.0,No,0
VEH-T7E73LH766EJUTSB1,Vehicle,T7E73LH766EJUTSB1,2009,Ford,Escape,6,Pleasure Only,Storage Unit,15000,90000,Electric,Automatic,SUV,Gray,3.7,6,167,3021,7,Clean,Fair,20693,30188,1/4/2009,Used,Financed,Bank of America,Yes,4-Star,8,Yes,No,No,No,No,No,1/01/2014,OH,12/31/2015,2,78dd78a1591d9158,3,No,No,0.91,No,0
VEH-ZUS57UV86B3M5SY0X,Vehicle,ZUS57UV86B3M5SY0X,2008,Accura,MDX,7,Rideshare,Driveway,12000,84000,Electric,Automatic,Sedan,Brown,4.1,6,403,5064,4,Clean,Poor,18418,12651,6/19/2008,New,Leased,Chase Auto,No,Not Rated,6,Yes,Yes,Yes,No,No,No,8/01/2014,IL,12/31/2015,1,e460abf828288340,3,No,No,0.38,No,0
