:START_ID,:END_ID,:TYPE,priority,status,ai_score,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CASE-649800,CLM-649800,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.755,0.8292,0.794,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-390256,CLM-390256,INVESTIGATES_CLAIM,P1 - Critical,Open,0.669,0.609,0.5714,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-488597,CLM-488597,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.632,0.4586,0.3858,01/01/2015,08/01/2015,01/01/2015,1,1
CASE-133889,CLM-133889,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.835,0.392,0.324,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-931901,CLM-931901,INVESTIGATES_CLAIM,P1 - Critical,Open,0.755,0.5186,0.4787,02/01/2015,01/01/2015,02/01/2015,1,1
CASE-769475,CLM-769475,INVESTIGATES_CLAIM,P2 - High,Open,0.842,0.4919,0.4487,09/01/2015,09/01/2015,09/01/2015,1,1
CASE-844062,CLM-844062,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.627,0.8786,0.8439,09/01/2015,07/01/2015,09/01/2015,1,1
CASE-844129,CLM-844129,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.75,0.8444,0.7969,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-732169,CLM-732169,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.749,0.5356,0.5302,03/01/2015,06/01/2015,03/01/2015,1,1
CASE-221854,CLM-221854,INVESTIGATES_CLAIM,P2 - High,Under Review,0.835,0.7562,0.7277,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-776950,CLM-776950,INVESTIGATES_CLAIM,P1 - Critical,Open,0.715,0.3204,0.3095,08/01/2015,05/01/2015,08/01/2015,1,1
CASE-291006,CLM-291006,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.8,0.695,0.5562,07/01/2015,09/01/2015,07/01/2015,1,1
CASE-845751,CLM-845751,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.869,0.5002,0.4643,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-889764,CLM-889764,INVESTIGATES_CLAIM,P1 - Critical,Open,0.896,0.6323,0.5586,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-929306,CLM-929306,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.721,0.3188,0.3099,09/01/2015,08/01/2015,09/01/2015,1,1
CASE-515457,CLM-515457,INVESTIGATES_CLAIM,P1 - Critical,Pending Evidence,0.728,0.7293,0.601,09/01/2015,08/01/2015,09/01/2015,1,1
CASE-556270,CLM-556270,INVESTIGATES_CLAIM,P2 - High,Under Review,0.732,0.8445,0.7713,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-908935,CLM-908935,INVESTIGATES_CLAIM,P1 - Critical,Open,0.77,0.6455,0.5255,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-525862,CLM-525862,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.759,0.5098,0.4952,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-490514,CLM-490514,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.866,0.8283,0.7095,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-774895,CLM-774895,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.705,0.7522,0.6159,03/01/2015,08/01/2015,03/01/2015,1,1
CASE-974522,CLM-974522,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.832,0.6267,0.5691,01/01/2015,04/01/2015,01/01/2015,1,1
CASE-669809,CLM-669809,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.768,0.4966,0.4092,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-182953,CLM-182953,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.738,0.7993,0.7569,01/01/2015,01/01/2015,01/01/2015,1,1
CASE-836349,CLM-836349,INVESTIGATES_CLAIM,P1 - Critical,Pending Evidence,0.787,0.8191,0.7134,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-591269,CLM-591269,INVESTIGATES_CLAIM,P1 - Critical,Open,0.743,0.3319,0.3286,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-550127,CLM-550127,INVESTIGATES_CLAIM,P2 - High,Under Review,0.856,0.3555,0.3537,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-663190,CLM-663190,INVESTIGATES_CLAIM,P2 - High,Open,0.811,0.4884,0.4629,05/01/2015,01/01/2015,05/01/2015,1,1
CASE-109392,CLM-109392,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.718,0.4325,0.4149,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-215278,CLM-215278,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.874,0.6261,0.5691,03/01/2015,09/01/2015,03/01/2015,1,1
CASE-674570,CLM-674570,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.744,0.713,0.6536,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-941851,CLM-941851,INVESTIGATES_CLAIM,P1 - Critical,Open,0.777,0.7829,0.6774,02/01/2015,04/01/2015,02/01/2015,1,1
CASE-186934,CLM-186934,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.78,0.4998,0.4689,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-918516,CLM-918516,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.917,0.6243,0.5492,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-533940,CLM-533940,INVESTIGATES_CLAIM,P2 - High,Open,0.822,0.6359,0.6129,05/01/2015,04/01/2015,05/01/2015,1,1
