:ID,:LABEL,entity_id,entity_type,degree_centrality,betweenness_centrality,pagerank_score,community_id,ring_suspicion_score,neighbor_fraud_rate,hop_2_fraud_count,shared_entity_count,claim_velocity_score,network_repeat_score,closed_loop_flag,cross_role_flag,computed_at
NF-CLM-636843,NetworkFeature,CLM-636843,Claim,0.2,0.2343,0.0346,,0.226,0.26,0,0,0.2,0.42,No,No,2015-03-01
NF-CLM-111874,NetworkFeature,CLM-111874,Claim,0.15,0.189,0.0444,,0.038,0.285,0,1,0.29,0.48,No,No,2015-03-01
NF-CLM-439844,NetworkFeature,CLM-439844,Claim,0.3,0.2201,0.8274,,0.099,0.503,0,5,0.72,0.64,Yes,No,2015-03-01
NF-CLM-463513,NetworkFeature,CLM-463513,Claim,0.25,0.0453,0.1019,,0.155,0.097,3,0,0.18,0.2,No,No,2015-03-01
NF-CLM-577858,NetworkFeature,CLM-577858,Claim,0.25,0.3131,0.1789,,0.329,0.015,1,0,0.4,0.34,No,No,2015-03-01
NF-CLM-607351,NetworkFeature,CLM-607351,Claim,0.3,0.3282,0.2859,,0.123,0.238,0,3,0.11,0.41,No,No,2015-03-01
NF-CLM-682754,NetworkFeature,CLM-682754,Claim,0.3,0.2383,0.4413,,0.331,0.079,3,1,0.33,0.46,No,No,2015-03-01
NF-CLM-757352,NetworkFeature,CLM-757352,Claim,0.25,0.2535,0.3048,,0.245,0.148,1,3,0.28,0.01,No,No,2015-03-01
NF-CLM-307469,NetworkFeature,CLM-307469,Claim,0.35,0.6418,0.7755,RING-009,0.588,0.465,5,4,0.62,0.6,No,No,2015-03-01
NF-CLM-526296,NetworkFeature,CLM-526296,Claim,0.25,0.3208,0.9848,RING-002,0.811,0.633,7,4,0.52,0.78,No,Yes,2015-03-01
NF-CLM-658816,NetworkFeature,CLM-658816,Claim,0.2,0.1737,0.3482,,0.295,0.148,0,2,0.31,0.07,No,No,2015-03-01
NF-CLM-913337,NetworkFeature,CLM-913337,Claim,0.25,0.1738,0.5684,,0.104,0.832,0,6,0.61,0.76,No,Yes,2015-03-01
NF-CLM-488464,NetworkFeature,CLM-488464,Claim,0.4,0.0516,0.1541,,0.164,0.149,0,0,0.23,0.5,No,No,2015-03-01
NF-CLM-480094,NetworkFeature,CLM-480094,Claim,0.35,0.1101,0.0293,,0.322,0.106,1,2,0.0,0.01,No,No,2015-03-01
NF-CLM-263108,NetworkFeature,CLM-263108,Claim,0.3,0.2882,0.0795,,0.251,0.295,1,3,0.34,0.18,No,No,2015-03-01
NF-CLM-298412,NetworkFeature,CLM-298412,Claim,0.2,0.1167,0.0152,,0.391,0.103,1,0,0.18,0.16,No,No,2015-03-01
NF-CLM-261905,NetworkFeature,CLM-261905,Claim,0.3,0.0351,0.5817,,0.1,0.891,0,7,0.89,0.82,Yes,No,2015-03-01
NF-CLM-674485,NetworkFeature,CLM-674485,Claim,0.15,0.2729,0.3059,,0.164,0.213,0,1,0.4,0.1,No,No,2015-03-01
NF-CLM-223404,NetworkFeature,CLM-223404,Claim,0.45,0.3001,0.213,,0.399,0.245,3,3,0.32,0.18,No,No,2015-03-01
NF-CLM-991480,NetworkFeature,CLM-991480,Claim,0.25,0.0158,0.2465,,0.144,0.198,1,1,0.21,0.38,No,No,2015-03-01
NF-CLM-804219,NetworkFeature,CLM-804219,Claim,0.3,0.0196,0.2117,,0.346,0.147,3,2,0.02,0.05,No,No,2015-03-01
NF-CLM-483088,NetworkFeature,CLM-483088,Claim,0.15,0.066,0.3244,,0.107,0.08,3,3,0.05,0.24,No,No,2015-03-01
NF-CLM-100804,NetworkFeature,CLM-100804,Claim,0.15,0.1536,0.4036,,0.215,0.173,2,3,0.13,0.31,No,No,2015-03-01
NF-CLM-941807,NetworkFeature,CLM-941807,Claim,0.25,0.3115,0.324,,0.009,0.199,2,3,0.39,0.48,No,No,2015-03-01
NF-CLM-593466,NetworkFeature,CLM-593466,Claim,0.2,0.3905,0.5661,RING-010,0.608,0.427,3,5,0.95,0.96,Yes,No,2015-03-01
NF-CLM-437442,NetworkFeature,CLM-437442,Claim,0.3,0.1745,0.7727,,0.001,0.558,3,8,0.85,0.6,No,No,2015-03-01
NF-CLM-942106,NetworkFeature,CLM-942106,Claim,0.3,0.1519,0.1726,,0.185,0.166,0,1,0.18,0.22,No,No,2015-03-01
NF-CLM-794951,NetworkFeature,CLM-794951,Claim,0.25,0.3788,0.1211,,0.013,0.292,3,1,0.07,0.48,No,No,2015-03-01
NF-CLM-182450,NetworkFeature,CLM-182450,Claim,0.35,0.1542,0.3639,,0.117,0.001,2,3,0.22,0.21,No,No,2015-03-01
NF-CLM-730973,NetworkFeature,CLM-730973,Claim,0.3,0.1273,0.0706,,0.123,0.032,3,3,0.36,0.18,No,No,2015-03-01
NF-CLM-687755,NetworkFeature,CLM-687755,Claim,0.25,0.0355,0.4604,,0.05,0.187,2,1,0.04,0.46,No,No,2015-03-01
NF-CLM-757644,NetworkFeature,CLM-757644,Claim,0.1,0.2695,0.1639,,0.21,0.242,1,3,0.08,0.33,No,No,2015-03-01
NF-CLM-998865,NetworkFeature,CLM-998865,Claim,0.2,0.0152,0.0373,,0.072,0.167,3,0,0.07,0.09,No,No,2015-03-01
NF-CLM-944953,NetworkFeature,CLM-944953,Claim,0.25,0.1038,0.0576,,0.372,0.094,2,3,0.22,0.25,No,No,2015-03-01
NF-CLM-386429,NetworkFeature,CLM-386429,Claim,0.2,0.0225,0.4723,,0.245,0.054,1,3,0.36,0.01,No,No,2015-03-01
NF-CLM-108270,NetworkFeature,CLM-108270,Claim,0.25,0.3744,0.2836,,0.111,0.227,2,0,0.12,0.21,No,No,2015-03-01
NF-CLM-205134,NetworkFeature,CLM-205134,Claim,0.2,0.3216,0.1358,,0.0,0.05,2,1,0.02,0.23,No,No,2015-03-01
NF-CLM-749325,NetworkFeature,CLM-749325,Claim,0.2,0.2199,0.312,,0.254,0.129,3,1,0.31,0.48,No,No,2015-03-01
NF-CLM-774303,NetworkFeature,CLM-774303,Claim,0.35,0.1665,0.2835,,0.351,0.289,2,1,0.15,0.14,No,No,2015-03-01
NF-CLM-698470,NetworkFeature,CLM-698470,Claim,0.35,0.2518,0.1754,,0.001,0.236,2,1,0.16,0.24,No,No,2015-03-01
NF-CLM-719989,NetworkFeature,CLM-719989,Claim,0.1,0.2542,0.2917,,0.187,0.173,3,3,0.33,0.4,No,No,2015-03-01
NF-CLM-309323,NetworkFeature,CLM-309323,Claim,0.25,0.0081,0.0267,,0.077,0.066,3,0,0.13,0.43,No,No,2015-03-01
NF-CLM-444035,NetworkFeature,CLM-444035,Claim,0.25,0.566,0.9693,RING-003,0.939,0.639,7,4,0.65,0.73,Yes,No,2015-03-01
NF-CLM-431478,NetworkFeature,CLM-431478,Claim,0.35,0.7045,0.5892,RING-012,0.535,0.612,4,3,0.64,0.75,Yes,No,2015-03-01
NF-CLM-797634,NetworkFeature,CLM-797634,Claim,0.2,0.2369,0.4007,,0.188,0.027,0,3,0.36,0.14,No,No,2015-03-01
NF-CLM-284836,NetworkFeature,CLM-284836,Claim,0.25,0.0136,0.081,,0.006,0.168,1,3,0.25,0.04,No,No,2015-03-01
NF-CLM-238196,NetworkFeature,CLM-238196,Claim,0.35,0.3236,0.2761,,0.041,0.1,2,2,0.25,0.37,No,No,2015-03-01
NF-CLM-885789,NetworkFeature,CLM-885789,Claim,0.3,0.0715,0.2627,,0.096,0.232,2,0,0.17,0.48,No,No,2015-03-01
NF-CLM-287436,NetworkFeature,CLM-287436,Claim,0.4,0.1227,0.4725,,0.247,0.021,0,1,0.07,0.28,No,No,2015-03-01
NF-CLM-496067,NetworkFeature,CLM-496067,Claim,0.35,0.3545,0.0449,,0.387,0.196,2,1,0.24,0.29,No,No,2015-03-01
NF-CLM-206004,NetworkFeature,CLM-206004,Claim,0.35,0.6037,0.6615,RING-019,0.713,0.481,7,3,0.88,0.87,No,No,2015-03-01
NF-CLM-153027,NetworkFeature,CLM-153027,Claim,0.1,0.3974,0.1078,,0.155,0.025,3,3,0.06,0.37,No,No,2015-03-01
NF-CLM-469426,NetworkFeature,CLM-469426,Claim,0.25,0.155,0.2972,,0.037,0.104,3,3,0.15,0.04,No,No,2015-03-01
NF-CLM-654974,NetworkFeature,CLM-654974,Claim,0.25,0.1726,0.0106,,0.299,0.109,1,1,0.32,0.41,No,No,2015-03-01
NF-CLM-943425,NetworkFeature,CLM-943425,Claim,0.1,0.3896,0.174,,0.369,0.044,3,3,0.05,0.49,No,No,2015-03-01
NF-CLM-641845,NetworkFeature,CLM-641845,Claim,0.35,0.253,0.0428,,0.153,0.287,2,0,0.11,0.45,No,No,2015-03-01
NF-CLM-794534,NetworkFeature,CLM-794534,Claim,0.4,0.0592,0.4041,,0.37,0.135,1,3,0.01,0.08,No,No,2015-03-01
NF-CLM-357808,NetworkFeature,CLM-357808,Claim,0.15,0.1557,0.3687,,0.367,0.212,3,2,0.36,0.35,No,No,2015-03-01
NF-CLM-536052,NetworkFeature,CLM-536052,Claim,0.2,0.4035,0.6382,RING-003,0.846,0.851,8,6,0.91,0.98,No,No,2015-03-01
NF-CLM-873384,NetworkFeature,CLM-873384,Claim,0.2,0.7832,0.6307,RING-002,0.596,0.79,7,2,0.67,0.99,Yes,Yes,2015-03-01
NF-CLM-790225,NetworkFeature,CLM-790225,Claim,0.15,0.2797,0.6964,,0.213,0.686,2,4,0.72,0.76,No,No,2015-03-01
NF-CLM-587498,NetworkFeature,CLM-587498,Claim,0.2,0.0363,0.1489,,0.047,0.267,1,0,0.31,0.32,No,No,2015-03-01
NF-CLM-639027,NetworkFeature,CLM-639027,Claim,0.15,0.3252,0.913,,0.161,0.444,3,5,0.91,0.72,No,No,2015-03-01
NF-CLM-217899,NetworkFeature,CLM-217899,Claim,0.25,0.3533,0.6234,,0.362,0.648,0,5,0.64,0.53,No,Yes,2015-03-01
NF-CLM-589094,NetworkFeature,CLM-589094,Claim,0.1,0.8538,0.9781,RING-011,0.513,0.527,6,5,0.59,0.84,No,No,2015-03-01
NF-CLM-458829,NetworkFeature,CLM-458829,Claim,0.4,0.2672,0.1992,,0.13,0.149,0,1,0.3,0.49,No,No,2015-03-01
NF-CLM-626208,NetworkFeature,CLM-626208,Claim,0.2,0.3964,0.625,RING-016,0.89,0.41,8,5,0.84,0.86,No,No,2015-03-01
NF-CLM-315041,NetworkFeature,CLM-315041,Claim,0.25,0.0329,0.6249,,0.052,0.652,2,6,0.96,0.91,Yes,No,2015-03-01
NF-CLM-283267,NetworkFeature,CLM-283267,Claim,0.3,0.64,0.5759,RING-011,0.518,0.761,8,3,0.99,0.63,No,No,2015-03-01
NF-CLM-442494,NetworkFeature,CLM-442494,Claim,0.1,0.0958,0.9035,,0.035,0.77,2,8,0.52,0.57,Yes,No,2015-03-01
NF-CLM-159243,NetworkFeature,CLM-159243,Claim,0.15,0.1641,0.103,,0.093,0.013,1,2,0.35,0.47,No,No,2015-03-01
NF-CLM-669800,NetworkFeature,CLM-669800,Claim,0.4,0.163,0.5243,,0.047,0.69,3,2,0.55,0.83,No,Yes,2015-03-01
NF-CLM-520179,NetworkFeature,CLM-520179,Claim,0.15,0.5565,0.5599,RING-002,0.772,0.841,3,8,0.52,0.93,No,No,2015-03-01
NF-CLM-607974,NetworkFeature,CLM-607974,Claim,0.25,0.1405,0.3457,,0.111,0.153,2,1,0.11,0.43,No,No,2015-03-01
NF-CLM-465065,NetworkFeature,CLM-465065,Claim,0.45,0.2356,0.5942,,0.061,0.88,3,8,0.64,0.59,No,No,2015-03-01
NF-CLM-369941,NetworkFeature,CLM-369941,Claim,0.4,0.3825,0.1575,,0.112,0.139,3,3,0.04,0.41,No,No,2015-03-01
NF-CLM-447226,NetworkFeature,CLM-447226,Claim,0.3,0.19,0.391,,0.205,0.178,1,0,0.17,0.46,No,No,2015-03-01
NF-CLM-831668,NetworkFeature,CLM-831668,Claim,0.25,0.3691,0.1928,,0.099,0.263,1,3,0.06,0.22,No,No,2015-03-01
NF-CLM-922937,NetworkFeature,CLM-922937,Claim,0.1,0.2644,0.1441,,0.221,0.081,2,2,0.18,0.0,No,No,2015-03-01
NF-CLM-640474,NetworkFeature,CLM-640474,Claim,0.15,0.3002,0.3474,,0.019,0.247,1,1,0.26,0.23,No,No,2015-03-01
NF-CLM-153298,NetworkFeature,CLM-153298,Claim,0.35,0.1111,0.4797,,0.129,0.177,2,1,0.15,0.33,No,No,2015-03-01
NF-CLM-334749,NetworkFeature,CLM-334749,Claim,0.3,0.1427,0.8908,,0.376,0.822,0,3,0.96,0.81,No,No,2015-03-01
NF-CLM-221283,NetworkFeature,CLM-221283,Claim,0.3,0.2135,0.1369,,0.352,0.128,2,3,0.32,0.42,No,No,2015-03-01
NF-CLM-961496,NetworkFeature,CLM-961496,Claim,0.2,0.1095,0.0753,,0.325,0.051,2,1,0.31,0.32,No,No,2015-03-01
NF-CLM-804751,NetworkFeature,CLM-804751,Claim,0.15,0.2311,0.0108,,0.224,0.118,3,3,0.11,0.28,No,No,2015-03-01
NF-CLM-369226,NetworkFeature,CLM-369226,Claim,0.4,0.3797,0.4225,,0.226,0.285,2,1,0.23,0.42,No,No,2015-03-01
NF-CLM-691115,NetworkFeature,CLM-691115,Claim,0.35,0.3303,0.7623,RING-015,0.963,0.897,5,2,0.69,0.8,No,No,2015-03-01
NF-CLM-713172,NetworkFeature,CLM-713172,Claim,0.4,0.4596,0.9255,RING-018,0.74,0.882,6,6,0.87,0.96,No,No,2015-03-01
NF-CLM-621756,NetworkFeature,CLM-621756,Claim,0.3,0.2124,0.9525,,0.323,0.595,1,5,0.86,0.77,Yes,Yes,2015-03-01
NF-CLM-615116,NetworkFeature,CLM-615116,Claim,0.1,0.0763,0.1468,,0.116,0.118,1,0,0.32,0.21,No,No,2015-03-01
NF-CLM-947598,NetworkFeature,CLM-947598,Claim,0.25,0.0404,0.225,,0.064,0.188,2,0,0.34,0.19,No,No,2015-03-01
NF-CLM-658002,NetworkFeature,CLM-658002,Claim,0.25,0.037,0.3992,,0.379,0.254,0,3,0.34,0.43,No,No,2015-03-01
NF-CLM-374545,NetworkFeature,CLM-374545,Claim,0.15,0.2969,0.3337,,0.324,0.163,3,2,0.17,0.33,No,No,2015-03-01
NF-CLM-805806,NetworkFeature,CLM-805806,Claim,0.2,0.0233,0.4908,,0.108,0.045,2,2,0.06,0.11,No,No,2015-03-01
NF-CLM-235097,NetworkFeature,CLM-235097,Claim,0.3,0.0221,0.1437,,0.361,0.032,0,0,0.25,0.22,No,No,2015-03-01
NF-CLM-290971,NetworkFeature,CLM-290971,Claim,0.2,0.1462,0.1806,,0.391,0.069,2,1,0.23,0.27,No,No,2015-03-01
NF-CLM-180286,NetworkFeature,CLM-180286,Claim,0.3,0.0263,0.3484,,0.342,0.201,3,1,0.23,0.22,No,No,2015-03-01
NF-CLM-662088,NetworkFeature,CLM-662088,Claim,0.2,0.3821,0.3552,,0.285,0.256,2,1,0.39,0.39,No,No,2015-03-01
NF-CLM-884365,NetworkFeature,CLM-884365,Claim,0.3,0.1624,0.1236,,0.342,0.071,3,2,0.37,0.3,No,No,2015-03-01
NF-CLM-178081,NetworkFeature,CLM-178081,Claim,0.35,0.0587,0.1901,,0.305,0.136,3,2,0.32,0.38,No,No,2015-03-01
NF-CLM-507452,NetworkFeature,CLM-507452,Claim,0.25,0.172,0.2278,,0.045,0.12,2,1,0.28,0.31,No,No,2015-03-01
NF-CLM-990624,NetworkFeature,CLM-990624,Claim,0.3,0.239,0.7647,,0.307,0.805,1,6,0.89,0.76,No,Yes,2015-03-01
NF-CLM-892148,NetworkFeature,CLM-892148,Claim,0.35,0.3454,0.8765,RING-006,0.669,0.873,4,6,0.67,0.66,No,No,2015-03-01
NF-CLM-398683,NetworkFeature,CLM-398683,Claim,0.25,0.1508,0.7469,,0.379,0.506,2,2,0.57,0.53,No,Yes,2015-03-01
NF-CLM-605100,NetworkFeature,CLM-605100,Claim,0.3,0.33,0.6626,RING-008,0.794,0.749,3,5,0.8,0.73,No,Yes,2015-03-01
NF-CLM-143109,NetworkFeature,CLM-143109,Claim,0.35,0.0435,0.0518,,0.228,0.256,1,0,0.31,0.4,No,No,2015-03-01
NF-CLM-230223,NetworkFeature,CLM-230223,Claim,0.2,0.1798,0.2651,,0.255,0.278,3,2,0.26,0.05,No,No,2015-03-01
NF-CLM-769602,NetworkFeature,CLM-769602,Claim,0.3,0.2494,0.1804,,0.096,0.141,0,3,0.01,0.11,No,No,2015-03-01
NF-CLM-420815,NetworkFeature,CLM-420815,Claim,0.15,0.1287,0.1175,,0.086,0.162,0,2,0.18,0.37,No,No,2015-03-01
NF-CLM-973546,NetworkFeature,CLM-973546,Claim,0.25,0.384,0.4329,,0.184,0.28,0,3,0.21,0.44,No,No,2015-03-01
NF-CLM-608039,NetworkFeature,CLM-608039,Claim,0.3,0.1211,0.3518,,0.128,0.008,3,2,0.38,0.09,No,No,2015-03-01
NF-CLM-250162,NetworkFeature,CLM-250162,Claim,0.25,0.0881,0.1434,,0.142,0.091,2,1,0.23,0.01,No,No,2015-03-01
NF-CLM-786432,NetworkFeature,CLM-786432,Claim,0.2,0.1932,0.4015,,0.008,0.193,2,3,0.16,0.12,No,No,2015-03-01
NF-CLM-445195,NetworkFeature,CLM-445195,Claim,0.25,0.2397,0.3823,,0.231,0.161,2,0,0.33,0.12,No,No,2015-03-01
NF-CLM-938634,NetworkFeature,CLM-938634,Claim,0.15,0.1083,0.2212,,0.381,0.223,2,1,0.19,0.38,No,No,2015-03-01
NF-CLM-482495,NetworkFeature,CLM-482495,Claim,0.45,0.0153,0.1447,,0.077,0.021,0,1,0.02,0.16,No,No,2015-03-01
NF-CLM-796005,NetworkFeature,CLM-796005,Claim,0.3,0.1696,0.0964,,0.363,0.053,1,2,0.16,0.07,No,No,2015-03-01
NF-CLM-910604,NetworkFeature,CLM-910604,Claim,0.2,0.2559,0.1313,,0.22,0.023,0,2,0.22,0.41,No,No,2015-03-01
NF-CLM-327488,NetworkFeature,CLM-327488,Claim,0.25,0.2386,0.4142,,0.195,0.277,2,3,0.29,0.23,No,No,2015-03-01
NF-CLM-715202,NetworkFeature,CLM-715202,Claim,0.25,0.386,0.424,,0.135,0.203,3,2,0.31,0.39,No,No,2015-03-01
NF-CLM-648852,NetworkFeature,CLM-648852,Claim,0.25,0.7214,0.5308,RING-004,0.951,0.524,5,8,0.87,0.85,No,No,2015-03-01
NF-CLM-516959,NetworkFeature,CLM-516959,Claim,0.15,0.1366,0.765,,0.255,0.722,2,6,0.8,0.67,No,No,2015-03-01
NF-CLM-984456,NetworkFeature,CLM-984456,Claim,0.3,0.101,0.9751,,0.275,0.695,2,2,0.65,0.92,No,No,2015-03-01
NF-CLM-801331,NetworkFeature,CLM-801331,Claim,0.35,0.1218,0.2736,,0.334,0.221,0,3,0.29,0.23,No,No,2015-03-01
NF-CLM-786103,NetworkFeature,CLM-786103,Claim,0.3,0.1822,0.2644,,0.088,0.052,2,1,0.26,0.26,No,No,2015-03-01
NF-CLM-684193,NetworkFeature,CLM-684193,Claim,0.25,0.1492,0.2529,,0.366,0.021,3,1,0.26,0.2,No,No,2015-03-01
NF-CLM-247505,NetworkFeature,CLM-247505,Claim,0.25,0.0044,0.4017,,0.161,0.233,3,0,0.35,0.43,No,No,2015-03-01
NF-CLM-259792,NetworkFeature,CLM-259792,Claim,0.25,0.0112,0.1546,,0.283,0.247,0,0,0.0,0.32,No,No,2015-03-01
NF-CLM-185124,NetworkFeature,CLM-185124,Claim,0.25,0.1252,0.2489,,0.31,0.031,2,3,0.32,0.34,No,No,2015-03-01
NF-CLM-760700,NetworkFeature,CLM-760700,Claim,0.1,0.2841,0.2647,,0.162,0.148,1,3,0.34,0.5,No,No,2015-03-01
NF-CLM-362407,NetworkFeature,CLM-362407,Claim,0.15,0.3479,0.1308,,0.091,0.255,3,1,0.15,0.48,No,No,2015-03-01
NF-CLM-389525,NetworkFeature,CLM-389525,Claim,0.3,0.0935,0.2464,,0.232,0.023,2,2,0.19,0.2,No,No,2015-03-01
NF-CLM-179538,NetworkFeature,CLM-179538,Claim,0.3,0.2421,0.1333,,0.255,0.195,3,0,0.1,0.48,No,No,2015-03-01
NF-CLM-265437,NetworkFeature,CLM-265437,Claim,0.2,0.1464,0.127,,0.013,0.291,2,3,0.13,0.37,No,No,2015-03-01
NF-CLM-266247,NetworkFeature,CLM-266247,Claim,0.25,0.2276,0.0258,,0.392,0.107,3,1,0.0,0.34,No,No,2015-03-01
NF-CLM-921851,NetworkFeature,CLM-921851,Claim,0.25,0.062,0.2314,,0.024,0.245,1,2,0.09,0.05,No,No,2015-03-01
NF-CLM-488724,NetworkFeature,CLM-488724,Claim,0.2,0.1359,0.1073,,0.212,0.162,0,1,0.05,0.09,No,No,2015-03-01
NF-CLM-192524,NetworkFeature,CLM-192524,Claim,0.4,0.1924,0.2161,,0.098,0.25,0,2,0.13,0.19,No,No,2015-03-01
NF-CLM-338070,NetworkFeature,CLM-338070,Claim,0.25,0.2556,0.3676,,0.21,0.096,0,2,0.37,0.35,No,No,2015-03-01
NF-CLM-865607,NetworkFeature,CLM-865607,Claim,0.3,0.2459,0.0251,,0.347,0.267,2,2,0.0,0.09,No,No,2015-03-01
NF-CLM-963285,NetworkFeature,CLM-963285,Claim,0.25,0.2218,0.2311,,0.354,0.08,2,0,0.34,0.5,No,No,2015-03-01
NF-CLM-728491,NetworkFeature,CLM-728491,Claim,0.25,0.306,0.2781,,0.107,0.244,3,2,0.25,0.19,No,No,2015-03-01
NF-CLM-553436,NetworkFeature,CLM-553436,Claim,0.1,0.0087,0.3003,,0.198,0.289,3,0,0.24,0.14,No,No,2015-03-01
NF-CLM-440616,NetworkFeature,CLM-440616,Claim,0.15,0.3085,0.8214,,0.266,0.692,0,3,0.8,0.76,Yes,No,2015-03-01
NF-CLM-463237,NetworkFeature,CLM-463237,Claim,0.2,0.353,0.9346,,0.137,0.848,1,8,0.77,0.95,Yes,No,2015-03-01
NF-CLM-753452,NetworkFeature,CLM-753452,Claim,0.25,0.0422,0.2839,,0.362,0.082,1,0,0.09,0.21,No,No,2015-03-01
NF-CLM-920554,NetworkFeature,CLM-920554,Claim,0.25,0.1276,0.3622,,0.257,0.137,1,1,0.36,0.21,No,No,2015-03-01
NF-CLM-594783,NetworkFeature,CLM-594783,Claim,0.35,0.442,0.5678,RING-013,0.703,0.423,8,4,0.62,0.98,Yes,No,2015-03-01
NF-CLM-725330,NetworkFeature,CLM-725330,Claim,0.15,0.3039,0.2276,,0.307,0.028,1,3,0.11,0.4,No,No,2015-03-01
NF-CLM-607259,NetworkFeature,CLM-607259,Claim,0.25,0.2532,0.4994,,0.178,0.135,3,3,0.4,0.16,No,No,2015-03-01
NF-CLM-979336,NetworkFeature,CLM-979336,Claim,0.3,0.656,0.7198,RING-008,0.971,0.611,7,3,0.97,0.95,No,No,2015-03-01
NF-CLM-865201,NetworkFeature,CLM-865201,Claim,0.3,0.0917,0.0298,,0.131,0.108,0,3,0.01,0.06,No,No,2015-03-01
NF-CLM-140977,NetworkFeature,CLM-140977,Claim,0.15,0.336,0.1558,,0.38,0.3,2,3,0.39,0.08,No,No,2015-03-01
NF-CLM-787351,NetworkFeature,CLM-787351,Claim,0.2,0.2611,0.4614,,0.147,0.256,1,0,0.13,0.46,No,No,2015-03-01
NF-CLM-272330,NetworkFeature,CLM-272330,Claim,0.3,0.2355,0.3217,,0.278,0.287,1,3,0.12,0.49,No,No,2015-03-01
NF-CLM-728025,NetworkFeature,CLM-728025,Claim,0.25,0.3577,0.6893,,0.307,0.469,1,7,0.85,0.93,No,No,2015-03-01
NF-CLM-804608,NetworkFeature,CLM-804608,Claim,0.35,0.307,0.3413,,0.127,0.275,2,3,0.33,0.37,No,No,2015-03-01
NF-CLM-718829,NetworkFeature,CLM-718829,Claim,0.25,0.2253,0.3597,,0.164,0.195,1,1,0.26,0.49,No,No,2015-03-01
NF-CLM-482404,NetworkFeature,CLM-482404,Claim,0.25,0.1962,0.4408,,0.172,0.131,0,0,0.08,0.32,No,No,2015-03-01
NF-CLM-331170,NetworkFeature,CLM-331170,Claim,0.4,0.0797,0.0974,,0.153,0.092,0,2,0.21,0.07,No,No,2015-03-01
NF-CLM-753056,NetworkFeature,CLM-753056,Claim,0.3,0.0516,0.4747,,0.292,0.228,2,3,0.19,0.24,No,No,2015-03-01
NF-CLM-910365,NetworkFeature,CLM-910365,Claim,0.25,0.3247,0.2379,,0.25,0.06,1,3,0.04,0.12,No,No,2015-03-01
NF-CLM-379268,NetworkFeature,CLM-379268,Claim,0.15,0.4433,0.8652,RING-010,0.633,0.459,5,7,0.72,0.8,No,No,2015-03-01
NF-CLM-362843,NetworkFeature,CLM-362843,Claim,0.3,0.0225,0.1579,,0.386,0.239,0,0,0.09,0.29,No,No,2015-03-01
NF-CLM-135400,NetworkFeature,CLM-135400,Claim,0.15,0.0463,0.4805,,0.161,0.072,1,3,0.2,0.47,No,No,2015-03-01
NF-CLM-798579,NetworkFeature,CLM-798579,Claim,0.35,0.0394,0.2459,,0.257,0.196,1,3,0.32,0.18,No,No,2015-03-01
NF-CLM-250833,NetworkFeature,CLM-250833,Claim,0.3,0.3086,0.3877,,0.222,0.058,2,0,0.13,0.01,No,No,2015-03-01
NF-CLM-824116,NetworkFeature,CLM-824116,Claim,0.3,0.1942,0.3658,,0.274,0.005,3,2,0.2,0.06,No,No,2015-03-01
NF-CLM-322613,NetworkFeature,CLM-322613,Claim,0.25,0.8048,0.5109,RING-002,0.54,0.703,6,2,0.93,0.63,Yes,No,2015-03-01
NF-CLM-871305,NetworkFeature,CLM-871305,Claim,0.35,0.0992,0.4243,,0.207,0.178,3,3,0.23,0.13,No,No,2015-03-01
NF-CLM-488037,NetworkFeature,CLM-488037,Claim,0.25,0.3434,0.1052,,0.101,0.214,2,0,0.07,0.06,No,No,2015-03-01
NF-CLM-485813,NetworkFeature,CLM-485813,Claim,0.3,0.0785,0.9925,,0.046,0.414,0,4,0.72,0.76,No,No,2015-03-01
NF-CLM-886473,NetworkFeature,CLM-886473,Claim,0.15,0.2759,0.1833,,0.113,0.277,1,1,0.03,0.04,No,No,2015-03-01
NF-CLM-907113,NetworkFeature,CLM-907113,Claim,0.25,0.0014,0.4578,,0.138,0.152,2,1,0.14,0.35,No,No,2015-03-01
NF-CLM-833321,NetworkFeature,CLM-833321,Claim,0.3,0.262,0.2949,,0.234,0.134,3,3,0.17,0.28,No,No,2015-03-01
NF-CLM-521592,NetworkFeature,CLM-521592,Claim,0.2,0.309,0.3479,,0.31,0.103,1,3,0.26,0.23,No,No,2015-03-01
NF-CLM-254837,NetworkFeature,CLM-254837,Claim,0.25,0.5868,0.9228,RING-004,0.955,0.853,4,7,0.63,0.71,No,No,2015-03-01
NF-CLM-634499,NetworkFeature,CLM-634499,Claim,0.15,0.3884,0.1892,,0.036,0.063,0,0,0.18,0.32,No,No,2015-03-01
NF-CLM-574707,NetworkFeature,CLM-574707,Claim,0.35,0.0837,0.4358,,0.364,0.019,0,3,0.29,0.15,No,No,2015-03-01
NF-CLM-476839,NetworkFeature,CLM-476839,Claim,0.15,0.3716,0.3506,,0.109,0.186,3,3,0.03,0.38,No,No,2015-03-01
NF-CLM-149601,NetworkFeature,CLM-149601,Claim,0.25,0.1011,0.1177,,0.051,0.21,2,1,0.09,0.08,No,No,2015-03-01
NF-CLM-630683,NetworkFeature,CLM-630683,Claim,0.35,0.042,0.4453,,0.005,0.229,3,0,0.01,0.16,No,No,2015-03-01
NF-CLM-500639,NetworkFeature,CLM-500639,Claim,0.25,0.2556,0.8676,,0.337,0.804,3,5,0.62,0.98,No,Yes,2015-03-01
